refund_id,order_id,refund_ts,refund_reason,refund_amount
444,2993,2026-02-09 15:34:00,MISSING_ITEM,95.29
445,3001,2026-02-09 18:56:00,DELAY,151.47
446,3023,2026-02-09 16:42:00,CUSTOMER_CANCEL,600.13
447,3025,2026-02-09 17:31:00,MISSING_ITEM,464.69
448,3037,2026-02-09 12:15:00,MISSING_ITEM,532.51
449,3039,2026-02-09 13:54:00,CUSTOMER_CANCEL,124.58
450,3042,2026-02-09 23:46:00,CUSTOMER_CANCEL,426.83
451,3043,2026-02-09 09:40:00,DELAY,407.54
452,3059,2026-02-09 21:03:00,CUSTOMER_CANCEL,544.91
453,3064,2026-02-09 10:32:00,DELAY,422.55
454,3077,2026-02-09 23:10:00,CUSTOMER_CANCEL,286.23
455,3078,2026-02-09 22:49:00,MISSING_ITEM,223.81
456,3082,2026-02-09 17:11:00,CUSTOMER_CANCEL,152.22
457,3097,2026-02-09 10:00:00,MISSING_ITEM,407.34
458,3102,2026-02-09 15:35:00,MISSING_ITEM,318.55
459,3115,2026-02-09 23:30:00,CUSTOMER_CANCEL,188.76
460,3117,2026-02-09 16:06:00,DELAY,409.7
461,3118,2026-02-09 22:01:00,DELAY,269.55
462,3122,2026-02-09 19:29:00,MISSING_ITEM,246.02
463,3127,2026-02-09 17:49:00,CUSTOMER_CANCEL,140.17
464,3135,2026-02-10 18:50:00,CUSTOMER_CANCEL,216.5
465,3145,2026-02-10 17:23:00,MISSING_ITEM,244.9
466,3147,2026-02-10 10:58:00,DELAY,474.16
467,3150,2026-02-10 22:41:00,MISSING_ITEM,757.66
468,3165,2026-02-10 20:06:00,CUSTOMER_CANCEL,405.23
469,3180,2026-02-10 13:28:00,DELAY,502.91
470,3182,2026-02-11 00:16:00,MISSING_ITEM,125.42
471,3196,2026-02-10 17:35:00,MISSING_ITEM,72.78
472,3201,2026-02-10 11:19:00,MISSING_ITEM,422.19
473,3206,2026-02-10 18:44:00,CUSTOMER_CANCEL,318.87
474,3213,2026-02-10 15:10:00,DELAY,165.77
475,3215,2026-02-10 15:44:00,DELAY,714.33
476,3220,2026-02-10 10:32:00,DELAY,206.58
477,3232,2026-02-10 17:29:00,CUSTOMER_CANCEL,264.35
478,3234,2026-02-10 13:45:00,CUSTOMER_CANCEL,181.51
479,3242,2026-02-10 14:44:00,MISSING_ITEM,287.73
480,3267,2026-02-10 17:22:00,DELAY,620.24
481,3274,2026-02-10 14:02:00,DELAY,122.24
482,3276,2026-02-11 23:09:00,MISSING_ITEM,271.34
483,3278,2026-02-11 23:54:00,CUSTOMER_CANCEL,557.88
484,3281,2026-02-11 16:34:00,DELAY,125.03
485,3282,2026-02-11 22:03:00,DELAY,565.78
486,3290,2026-02-11 17:08:00,CUSTOMER_CANCEL,341.91
487,3291,2026-02-11 19:04:00,DELAY,89.9
488,3293,2026-02-11 20:29:00,DELAY,442.3
489,3306,2026-02-11 13:58:00,CUSTOMER_CANCEL,405.96
490,3337,2026-02-11 14:33:00,CUSTOMER_CANCEL,521.61
491,3341,2026-02-11 20:25:00,MISSING_ITEM,314.4
492,3346,2026-02-11 22:17:00,DELAY,510.09
493,3359,2026-02-11 14:38:00,MISSING_ITEM,731.58
494,3368,2026-02-11 16:13:00,CUSTOMER_CANCEL,267.1
495,3369,2026-02-11 15:19:00,MISSING_ITEM,233.54
496,3372,2026-02-11 11:31:00,CUSTOMER_CANCEL,510.79
497,3374,2026-02-11 19:59:00,MISSING_ITEM,79.98
498,3375,2026-02-11 11:36:00,CUSTOMER_CANCEL,238.45
499,3395,2026-02-12 00:43:00,MISSING_ITEM,112.41
500,3411,2026-02-11 15:34:00,CUSTOMER_CANCEL,315.44
501,3415,2026-02-11 22:51:00,MISSING_ITEM,178.25
502,3416,2026-02-11 22:50:00,DELAY,357.17
503,3422,2026-02-11 20:36:00,CUSTOMER_CANCEL,121.7
504,3425,2026-02-11 21:52:00,CUSTOMER_CANCEL,492.46
505,3429,2026-02-11 23:43:00,CUSTOMER_CANCEL,153.13
506,3431,2026-02-11 22:10:00,CUSTOMER_CANCEL,595.06
507,3439,2026-02-11 19:40:00,MISSING_ITEM,340.98
508,3442,2026-02-11 13:00:00,MISSING_ITEM,294.17
509,3456,2026-02-11 19:00:00,MISSING_ITEM,165.56
510,3459,2026-02-12 00:44:00,CUSTOMER_CANCEL,360.65
511,3470,2026-02-12 18:58:00,DELAY,395.88
512,3475,2026-02-12 20:39:00,CUSTOMER_CANCEL,377.55
513,3480,2026-02-12 21:42:00,DELAY,556.8
514,3492,2026-02-12 09:44:00,CUSTOMER_CANCEL,166.98
515,3498,2026-02-12 15:53:00,MISSING_ITEM,323.54
516,3499,2026-02-12 19:35:00,MISSING_ITEM,341.03
517,3531,2026-02-12 15:26:00,DELAY,436.49
518,3536,2026-02-12 16:00:00,CUSTOMER_CANCEL,180.99
519,3550,2026-02-12 11:47:00,CUSTOMER_CANCEL,290.37
520,3553,2026-02-12 19:17:00,DELAY,82.15
521,3564,2026-02-12 10:08:00,CUSTOMER_CANCEL,592.27
522,3586,2026-02-12 17:44:00,DELAY,153.26
523,3592,2026-02-12 13:29:00,CUSTOMER_CANCEL,196.84
524,3597,2026-02-12 23:17:00,CUSTOMER_CANCEL,340.01
525,3600,2026-02-12 21:38:00,MISSING_ITEM,60.38
526,3601,2026-02-12 17:55:00,CUSTOMER_CANCEL,147.05
527,3604,2026-02-12 22:34:00,DELAY,501.03
528,3614,2026-02-12 14:47:00,MISSING_ITEM,350.98
529,3618,2026-02-12 22:35:00,CUSTOMER_CANCEL,73.74
530,3624,2026-02-12 18:02:00,MISSING_ITEM,187.08
531,3644,2026-02-12 20:55:00,DELAY,477.08
532,3649,2026-02-12 18:38:00,CUSTOMER_CANCEL,286.37
533,3654,2026-02-12 23:27:00,MISSING_ITEM,470.91
534,3656,2026-02-12 17:54:00,CUSTOMER_CANCEL,274.53
535,3665,2026-02-13 23:19:00,CUSTOMER_CANCEL,274.44
536,3672,2026-02-13 12:52:00,CUSTOMER_CANCEL,365.32
537,3675,2026-02-13 21:07:00,MISSING_ITEM,273.46
538,3676,2026-02-13 17:29:00,DELAY,295.35
539,3683,2026-02-13 23:08:00,MISSING_ITEM,437.61
540,3686,2026-02-13 11:23:00,MISSING_ITEM,262.14
541,3689,2026-02-13 16:27:00,DELAY,253.09
542,3691,2026-02-13 23:12:00,DELAY,212.27
543,3697,2026-02-13 10:14:00,CUSTOMER_CANCEL,440.51
544,3699,2026-02-13 09:53:00,CUSTOMER_CANCEL,372.61
545,3701,2026-02-13 10:50:00,CUSTOMER_CANCEL,363.49
546,3706,2026-02-13 14:27:00,MISSING_ITEM,188.86
547,3716,2026-02-13 11:05:00,CUSTOMER_CANCEL,277.02
548,3719,2026-02-13 20:45:00,DELAY,448.34
549,3720,2026-02-13 12:02:00,DELAY,469.65
550,3721,2026-02-13 15:21:00,DELAY,587.01
551,3722,2026-02-13 20:05:00,MISSING_ITEM,249.21
552,3737,2026-02-13 11:40:00,MISSING_ITEM,288.59
553,3752,2026-02-13 11:03:00,MISSING_ITEM,159.93
554,3757,2026-02-13 11:12:00,CUSTOMER_CANCEL,95.67
555,3778,2026-02-13 18:05:00,CUSTOMER_CANCEL,69.42
556,3784,2026-02-13 14:48:00,CUSTOMER_CANCEL,521.75
557,3789,2026-02-13 22:27:00,CUSTOMER_CANCEL,736.15
558,3812,2026-02-14 19:36:00,DELAY,349.04
559,3834,2026-02-14 22:06:00,DELAY,564.21
560,3839,2026-02-14 16:18:00,CUSTOMER_CANCEL,186.44
561,3859,2026-02-15 01:15:00,DELAY,645.8
562,3860,2026-02-14 18:58:00,MISSING_ITEM,519.78
563,3862,2026-02-14 22:47:00,CUSTOMER_CANCEL,375.31
564,3865,2026-02-14 13:32:00,MISSING_ITEM,599.57
565,3869,2026-02-14 19:00:00,MISSING_ITEM,326.32
566,3887,2026-02-14 16:32:00,CUSTOMER_CANCEL,217.88
567,3888,2026-02-14 17:54:00,CUSTOMER_CANCEL,233.3
568,3891,2026-02-14 11:01:00,CUSTOMER_CANCEL,169.37
569,3900,2026-02-14 13:26:00,CUSTOMER_CANCEL,393.6
570,3914,2026-02-14 22:48:00,MISSING_ITEM,285.6
571,3922,2026-02-14 12:15:00,MISSING_ITEM,211.96
572,3927,2026-02-14 19:31:00,MISSING_ITEM,297.85
573,3944,2026-02-14 21:29:00,DELAY,235.69
574,3951,2026-02-14 12:14:00,CUSTOMER_CANCEL,270.73
575,3957,2026-02-14 23:28:00,CUSTOMER_CANCEL,222.38
576,3973,2026-02-14 19:29:00,MISSING_ITEM,301.08
577,3978,2026-02-14 19:25:00,DELAY,437.66
578,3980,2026-02-14 15:59:00,DELAY,448.26
579,3982,2026-02-14 23:23:00,DELAY,351.4
580,3983,2026-02-14 21:47:00,MISSING_ITEM,537.83
581,3985,2026-02-14 18:37:00,CUSTOMER_CANCEL,102.68
582,3986,2026-02-14 15:22:00,MISSING_ITEM,433.58
583,3990,2026-02-14 22:08:00,MISSING_ITEM,199.12
584,3995,2026-02-14 10:53:00,CUSTOMER_CANCEL,237.78
585,4002,2026-02-15 19:20:00,MISSING_ITEM,695.5
586,4003,2026-02-15 23:32:00,MISSING_ITEM,316.52
587,4006,2026-02-15 15:59:00,MISSING_ITEM,478.79
588,4011,2026-02-15 17:13:00,DELAY,219.42
589,4012,2026-02-15 08:54:00,CUSTOMER_CANCEL,501.64
590,4021,2026-02-15 20:35:00,CUSTOMER_CANCEL,177.66
591,4022,2026-02-15 15:29:00,CUSTOMER_CANCEL,106.4
592,4027,2026-02-16 00:30:00,DELAY,578.52
593,4030,2026-02-15 11:21:00,CUSTOMER_CANCEL,370.72
594,4031,2026-02-15 22:49:00,MISSING_ITEM,248.13
595,4033,2026-02-15 23:19:00,DELAY,397.12
596,4035,2026-02-15 17:59:00,CUSTOMER_CANCEL,191.33
597,4045,2026-02-15 12:56:00,CUSTOMER_CANCEL,159.55
598,4047,2026-02-15 18:03:00,MISSING_ITEM,248.08
599,4053,2026-02-16 01:15:00,DELAY,592.66
600,4055,2026-02-15 14:57:00,DELAY,207.54
601,4062,2026-02-15 17:30:00,CUSTOMER_CANCEL,123.0
602,4070,2026-02-15 20:49:00,DELAY,374.19
603,4082,2026-02-15 16:16:00,CUSTOMER_CANCEL,164.05
604,4088,2026-02-15 21:32:00,MISSING_ITEM,361.66
605,4093,2026-02-15 09:24:00,DELAY,460.85
606,4095,2026-02-15 20:14:00,DELAY,263.59
607,4104,2026-02-15 16:55:00,MISSING_ITEM,333.67
608,4106,2026-02-15 23:28:00,MISSING_ITEM,116.24
609,4107,2026-02-16 01:33:00,MISSING_ITEM,225.32
610,4108,2026-02-15 13:17:00,MISSING_ITEM,199.5
611,4110,2026-02-15 19:59:00,DELAY,152.64
612,4123,2026-02-15 21:10:00,DELAY,410.18
613,4134,2026-02-15 23:04:00,DELAY,316.62
614,4135,2026-02-15 18:05:00,CUSTOMER_CANCEL,279.11
615,4136,2026-02-16 00:19:00,CUSTOMER_CANCEL,209.78
616,4141,2026-02-15 17:15:00,DELAY,198.16
617,4145,2026-02-15 15:15:00,MISSING_ITEM,131.19
618,4148,2026-02-15 13:57:00,DELAY,495.88
619,4156,2026-02-15 23:21:00,MISSING_ITEM,375.73
620,4163,2026-02-15 10:07:00,DELAY,594.95
621,4167,2026-02-15 22:46:00,CUSTOMER_CANCEL,414.14
622,4168,2026-02-15 19:40:00,CUSTOMER_CANCEL,244.76
623,4172,2026-02-15 22:23:00,DELAY,353.15
624,4184,2026-02-15 21:50:00,MISSING_ITEM,109.39
625,4199,2026-02-15 11:10:00,MISSING_ITEM,165.24
626,4201,2026-02-16 20:07:00,CUSTOMER_CANCEL,176.24
627,4202,2026-02-16 18:48:00,CUSTOMER_CANCEL,685.94
628,4204,2026-02-16 22:41:00,CUSTOMER_CANCEL,547.1
629,4209,2026-02-16 18:42:00,DELAY,117.88
630,4229,2026-02-16 13:02:00,DELAY,189.49
631,4239,2026-02-16 17:34:00,MISSING_ITEM,197.4
632,4243,2026-02-16 13:44:00,DELAY,715.19
633,4251,2026-02-16 10:39:00,DELAY,662.54
634,4252,2026-02-16 23:02:00,MISSING_ITEM,552.69
635,4264,2026-02-17 01:38:00,DELAY,633.23
636,4266,2026-02-16 11:31:00,DELAY,369.16
637,4268,2026-02-16 12:23:00,DELAY,136.13
638,4273,2026-02-17 00:10:00,CUSTOMER_CANCEL,698.87
639,4275,2026-02-17 01:10:00,MISSING_ITEM,242.63
640,4281,2026-02-17 00:16:00,MISSING_ITEM,331.97
641,4282,2026-02-16 11:21:00,MISSING_ITEM,197.26
642,4284,2026-02-16 20:35:00,MISSING_ITEM,125.49
643,4291,2026-02-16 13:37:00,MISSING_ITEM,226.18
644,4295,2026-02-16 18:11:00,MISSING_ITEM,231.14
645,4317,2026-02-16 11:54:00,MISSING_ITEM,466.18
646,4320,2026-02-16 14:37:00,DELAY,391.67
647,4331,2026-02-16 18:29:00,DELAY,236.7
648,4332,2026-02-16 10:45:00,DELAY,656.38
649,4334,2026-02-16 19:40:00,MISSING_ITEM,175.45
650,4335,2026-02-16 18:37:00,DELAY,502.28
651,4339,2026-02-16 13:23:00,MISSING_ITEM,146.4
652,4345,2026-02-16 11:54:00,DELAY,616.09
653,4346,2026-02-16 16:42:00,MISSING_ITEM,313.13
654,4363,2026-02-16 17:31:00,MISSING_ITEM,403.21
655,4366,2026-02-17 12:14:00,CUSTOMER_CANCEL,640.95
656,4372,2026-02-17 19:11:00,DELAY,203.14
657,4379,2026-02-17 09:00:00,MISSING_ITEM,462.64
658,4380,2026-02-17 11:40:00,CUSTOMER_CANCEL,73.7
659,4382,2026-02-17 10:14:00,DELAY,692.79
660,4383,2026-02-17 13:56:00,DELAY,562.18
661,4389,2026-02-17 15:22:00,MISSING_ITEM,359.75
662,4395,2026-02-17 11:15:00,CUSTOMER_CANCEL,404.02
663,4401,2026-02-17 11:00:00,CUSTOMER_CANCEL,282.12
664,4406,2026-02-18 00:27:00,MISSING_ITEM,675.32
665,4409,2026-02-17 10:55:00,DELAY,277.64
666,4415,2026-02-17 15:30:00,MISSING_ITEM,272.38
667,4429,2026-02-17 17:17:00,MISSING_ITEM,397.38
668,4432,2026-02-17 16:22:00,CUSTOMER_CANCEL,379.71
669,4434,2026-02-17 22:39:00,DELAY,149.27
670,4438,2026-02-17 13:02:00,MISSING_ITEM,164.09
671,4450,2026-02-17 14:08:00,MISSING_ITEM,153.57
672,4454,2026-02-17 19:05:00,MISSING_ITEM,138.69
673,4461,2026-02-17 21:27:00,CUSTOMER_CANCEL,210.94
674,4472,2026-02-17 14:54:00,DELAY,317.46
675,4477,2026-02-17 13:25:00,DELAY,486.24
676,4479,2026-02-17 13:04:00,DELAY,216.77
677,4487,2026-02-18 13:30:00,MISSING_ITEM,502.67
678,4492,2026-02-18 16:07:00,MISSING_ITEM,307.02
679,4495,2026-02-18 12:36:00,MISSING_ITEM,252.73
680,4504,2026-02-18 12:43:00,DELAY,101.74
681,4505,2026-02-18 12:41:00,CUSTOMER_CANCEL,148.79
682,4517,2026-02-18 11:43:00,CUSTOMER_CANCEL,303.45
683,4526,2026-02-18 18:17:00,MISSING_ITEM,172.54
684,4527,2026-02-18 19:14:00,CUSTOMER_CANCEL,137.77
685,4529,2026-02-18 16:47:00,MISSING_ITEM,145.68
686,4530,2026-02-18 13:22:00,DELAY,266.91
687,4532,2026-02-18 20:47:00,MISSING_ITEM,301.34
688,4541,2026-02-18 11:07:00,CUSTOMER_CANCEL,401.26
689,4553,2026-02-18 20:58:00,DELAY,315.2
690,4569,2026-02-18 09:57:00,MISSING_ITEM,78.16
691,4574,2026-02-18 10:45:00,DELAY,267.09
692,4582,2026-02-18 22:18:00,MISSING_ITEM,353.13
693,4588,2026-02-18 12:03:00,CUSTOMER_CANCEL,283.93
694,4598,2026-02-18 19:40:00,CUSTOMER_CANCEL,208.4
695,4604,2026-02-18 16:30:00,MISSING_ITEM,686.89
696,4607,2026-02-18 13:05:00,DELAY,159.12
697,4617,2026-02-18 21:19:00,CUSTOMER_CANCEL,298.54
698,4619,2026-02-18 16:36:00,MISSING_ITEM,95.08
699,4624,2026-02-18 19:02:00,MISSING_ITEM,225.63
700,4625,2026-02-18 23:49:00,MISSING_ITEM,440.86
701,4638,2026-02-18 13:48:00,MISSING_ITEM,337.01
702,4643,2026-02-18 20:15:00,CUSTOMER_CANCEL,403.24
703,4644,2026-02-19 00:51:00,CUSTOMER_CANCEL,328.23
704,4647,2026-02-18 09:55:00,DELAY,183.63
705,4650,2026-02-18 18:37:00,MISSING_ITEM,333.36
706,4652,2026-02-18 19:44:00,CUSTOMER_CANCEL,195.45
707,4685,2026-02-19 12:37:00,CUSTOMER_CANCEL,204.49
708,4686,2026-02-20 01:27:00,MISSING_ITEM,442.08
709,4704,2026-02-19 19:17:00,MISSING_ITEM,165.53
710,4709,2026-02-19 18:12:00,CUSTOMER_CANCEL,594.25
711,4715,2026-02-19 18:40:00,DELAY,83.11
712,4723,2026-02-19 21:00:00,MISSING_ITEM,232.02
713,4726,2026-02-19 15:19:00,MISSING_ITEM,268.45
714,4731,2026-02-19 18:57:00,MISSING_ITEM,185.99
715,4732,2026-02-19 15:49:00,MISSING_ITEM,340.3
716,4751,2026-02-19 10:40:00,DELAY,265.46
717,4752,2026-02-19 23:49:00,MISSING_ITEM,149.51
718,4756,2026-02-19 16:45:00,CUSTOMER_CANCEL,579.5
719,4761,2026-02-19 19:20:00,MISSING_ITEM,331.92
720,4773,2026-02-19 17:08:00,MISSING_ITEM,562.03
721,4774,2026-02-19 20:19:00,CUSTOMER_CANCEL,267.44
722,4776,2026-02-19 11:59:00,DELAY,300.48
723,4784,2026-02-19 11:32:00,CUSTOMER_CANCEL,82.67
724,4788,2026-02-19 17:27:00,MISSING_ITEM,155.6
725,4790,2026-02-19 20:44:00,CUSTOMER_CANCEL,380.12
726,4796,2026-02-19 22:10:00,MISSING_ITEM,299.35
727,4800,2026-02-19 20:51:00,CUSTOMER_CANCEL,398.87
728,4804,2026-02-19 18:09:00,CUSTOMER_CANCEL,256.66
729,4810,2026-02-19 19:01:00,CUSTOMER_CANCEL,607.56
730,4813,2026-02-19 14:23:00,MISSING_ITEM,342.86
731,4820,2026-02-21 01:00:00,MISSING_ITEM,303.15
732,4839,2026-02-20 12:23:00,DELAY,124.15
733,4841,2026-02-20 22:33:00,MISSING_ITEM,369.86
734,4851,2026-02-20 22:16:00,DELAY,222.59
735,4853,2026-02-20 22:18:00,DELAY,213.39
736,4867,2026-02-20 21:17:00,DELAY,176.57
737,4871,2026-02-20 15:40:00,CUSTOMER_CANCEL,189.23
738,4876,2026-02-20 16:37:00,MISSING_ITEM,296.01
739,4877,2026-02-20 10:01:00,CUSTOMER_CANCEL,321.48
740,4886,2026-02-20 19:28:00,CUSTOMER_CANCEL,158.42
741,4893,2026-02-20 16:10:00,CUSTOMER_CANCEL,163.92
742,4899,2026-02-20 22:21:00,MISSING_ITEM,302.35
743,4904,2026-02-20 11:30:00,MISSING_ITEM,410.63
744,4905,2026-02-20 23:28:00,MISSING_ITEM,373.68
745,4914,2026-02-20 15:02:00,MISSING_ITEM,150.1
746,4926,2026-02-20 21:07:00,MISSING_ITEM,168.65
747,4927,2026-02-20 16:52:00,MISSING_ITEM,564.82
748,4930,2026-02-20 13:52:00,MISSING_ITEM,248.02
749,4935,2026-02-20 21:05:00,DELAY,376.29
750,4937,2026-02-20 17:44:00,MISSING_ITEM,213.21
751,4946,2026-02-20 15:53:00,MISSING_ITEM,673.64
752,4954,2026-02-20 21:20:00,DELAY,331.43
753,4963,2026-02-20 19:38:00,DELAY,237.71
754,4964,2026-02-20 18:03:00,MISSING_ITEM,209.24
755,4966,2026-02-20 12:26:00,CUSTOMER_CANCEL,401.83
756,4976,2026-02-20 14:09:00,MISSING_ITEM,313.52
757,4986,2026-02-21 17:37:00,DELAY,380.34
758,4989,2026-02-21 14:51:00,DELAY,501.71
759,5005,2026-02-21 21:09:00,DELAY,109.33
760,5015,2026-02-22 01:45:00,CUSTOMER_CANCEL,400.27
761,5025,2026-02-21 17:51:00,DELAY,495.01
762,5034,2026-02-21 13:07:00,CUSTOMER_CANCEL,466.4
763,5057,2026-02-21 21:07:00,DELAY,538.41
764,5058,2026-02-21 17:26:00,MISSING_ITEM,619.52
765,5060,2026-02-22 01:24:00,CUSTOMER_CANCEL,298.01
766,5071,2026-02-21 15:40:00,MISSING_ITEM,295.96
767,5072,2026-02-21 16:24:00,DELAY,516.91
768,5075,2026-02-21 22:59:00,MISSING_ITEM,662.54
769,5077,2026-02-21 14:30:00,MISSING_ITEM,108.2
770,5079,2026-02-21 20:17:00,MISSING_ITEM,247.89
771,5084,2026-02-21 16:50:00,MISSING_ITEM,83.04
772,5089,2026-02-21 23:24:00,DELAY,100.27
773,5121,2026-02-21 20:57:00,CUSTOMER_CANCEL,144.37
774,5128,2026-02-21 14:19:00,DELAY,312.81
775,5134,2026-02-22 22:41:00,MISSING_ITEM,560.27
776,5140,2026-02-22 17:31:00,MISSING_ITEM,405.94
777,5141,2026-02-22 21:11:00,MISSING_ITEM,233.62
778,5142,2026-02-22 23:38:00,DELAY,497.44
779,5148,2026-02-22 18:39:00,DELAY,197.57
780,5154,2026-02-22 22:03:00,CUSTOMER_CANCEL,115.93
781,5159,2026-02-22 17:27:00,CUSTOMER_CANCEL,103.47
782,5173,2026-02-22 16:56:00,DELAY,297.21
783,5181,2026-02-22 23:04:00,CUSTOMER_CANCEL,188.71
784,5184,2026-02-22 14:13:00,MISSING_ITEM,119.78
785,5191,2026-02-22 20:35:00,MISSING_ITEM,284.08
786,5192,2026-02-22 20:21:00,CUSTOMER_CANCEL,440.23
787,5209,2026-02-22 14:45:00,DELAY,370.69
788,5211,2026-02-22 20:42:00,MISSING_ITEM,477.99
789,5216,2026-02-22 16:37:00,CUSTOMER_CANCEL,202.7
790,5218,2026-02-23 00:00:00,MISSING_ITEM,422.03
791,5223,2026-02-22 10:21:00,MISSING_ITEM,494.47
792,5224,2026-02-22 19:08:00,CUSTOMER_CANCEL,458.1
793,5227,2026-02-22 17:37:00,DELAY,554.23
794,5246,2026-02-22 15:43:00,DELAY,440.71
795,5263,2026-02-22 13:02:00,MISSING_ITEM,333.04
796,5274,2026-02-23 16:18:00,CUSTOMER_CANCEL,193.59
797,5283,2026-02-23 10:56:00,MISSING_ITEM,122.26
798,5289,2026-02-23 12:18:00,DELAY,461.91
799,5293,2026-02-23 23:35:00,CUSTOMER_CANCEL,522.83
800,5295,2026-02-23 09:34:00,MISSING_ITEM,543.07
801,5298,2026-02-23 15:13:00,MISSING_ITEM,273.16
802,5299,2026-02-23 11:06:00,CUSTOMER_CANCEL,222.57
803,5300,2026-02-23 21:49:00,MISSING_ITEM,248.46
804,5311,2026-02-23 13:56:00,MISSING_ITEM,295.0
805,5313,2026-02-23 11:00:00,DELAY,307.1
806,5317,2026-02-23 20:10:00,MISSING_ITEM,337.44
807,5321,2026-02-23 15:42:00,MISSING_ITEM,81.42
808,5328,2026-02-23 21:00:00,MISSING_ITEM,129.47
809,5333,2026-02-23 18:28:00,CUSTOMER_CANCEL,241.64
810,5353,2026-02-23 16:40:00,CUSTOMER_CANCEL,627.79
811,5366,2026-02-23 11:36:00,DELAY,277.05
812,5371,2026-02-23 16:33:00,MISSING_ITEM,192.86
813,5378,2026-02-23 16:43:00,DELAY,486.45
814,5380,2026-02-24 00:05:00,DELAY,214.78
815,5390,2026-02-23 15:28:00,DELAY,658.38
816,5398,2026-02-23 19:46:00,MISSING_ITEM,497.32
817,5401,2026-02-23 11:03:00,CUSTOMER_CANCEL,603.13
818,5405,2026-02-23 22:45:00,CUSTOMER_CANCEL,199.01
819,5406,2026-02-23 14:33:00,CUSTOMER_CANCEL,282.41
820,5430,2026-02-23 17:41:00,CUSTOMER_CANCEL,133.67
821,5445,2026-02-24 10:54:00,CUSTOMER_CANCEL,334.6
822,5446,2026-02-24 19:07:00,DELAY,411.66
823,5447,2026-02-24 12:56:00,DELAY,210.89
824,5456,2026-02-25 01:28:00,DELAY,672.35
825,5464,2026-02-24 16:58:00,DELAY,570.91
826,5475,2026-02-24 13:48:00,CUSTOMER_CANCEL,365.7
827,5479,2026-02-24 10:01:00,DELAY,363.61
828,5493,2026-02-24 20:47:00,MISSING_ITEM,197.14
829,5501,2026-02-24 15:22:00,DELAY,258.28
830,5511,2026-02-24 12:02:00,MISSING_ITEM,116.32
831,5515,2026-02-24 20:45:00,DELAY,309.72
832,5520,2026-02-24 12:53:00,CUSTOMER_CANCEL,250.06
833,5521,2026-02-24 14:03:00,DELAY,261.73
834,5541,2026-02-24 19:05:00,MISSING_ITEM,316.68
835,5555,2026-02-24 18:00:00,DELAY,316.6
836,5567,2026-02-24 22:36:00,MISSING_ITEM,512.74
837,5571,2026-02-24 09:42:00,CUSTOMER_CANCEL,117.75
838,5577,2026-02-24 12:16:00,DELAY,97.45
839,5581,2026-02-24 22:19:00,CUSTOMER_CANCEL,272.69
840,5583,2026-02-25 21:10:00,DELAY,519.96
841,5587,2026-02-25 23:55:00,CUSTOMER_CANCEL,165.73
842,5593,2026-02-25 22:26:00,CUSTOMER_CANCEL,164.71
843,5594,2026-02-25 21:25:00,CUSTOMER_CANCEL,201.2
844,5596,2026-02-25 11:37:00,CUSTOMER_CANCEL,453.32
845,5597,2026-02-25 16:36:00,DELAY,348.79
846,5600,2026-02-25 14:01:00,DELAY,198.16
847,5611,2026-02-26 00:15:00,CUSTOMER_CANCEL,290.7
848,5616,2026-02-25 21:21:00,MISSING_ITEM,100.38
849,5622,2026-02-26 00:39:00,MISSING_ITEM,127.09
850,5623,2026-02-25 15:18:00,CUSTOMER_CANCEL,419.17
851,5631,2026-02-25 11:22:00,CUSTOMER_CANCEL,370.49
852,5635,2026-02-25 20:42:00,CUSTOMER_CANCEL,321.22
853,5654,2026-02-25 15:12:00,DELAY,511.32
854,5657,2026-02-25 21:25:00,MISSING_ITEM,246.35
855,5658,2026-02-26 00:22:00,DELAY,257.47
856,5663,2026-02-25 21:37:00,DELAY,417.5
857,5674,2026-02-25 22:08:00,DELAY,181.27
858,5675,2026-02-25 18:59:00,DELAY,697.66
859,5676,2026-02-25 22:04:00,DELAY,209.09
860,5678,2026-02-25 11:55:00,CUSTOMER_CANCEL,394.91
861,5700,2026-02-25 20:02:00,DELAY,395.39
862,5712,2026-02-25 12:06:00,MISSING_ITEM,527.7
863,5722,2026-02-25 09:40:00,CUSTOMER_CANCEL,278.93
864,5732,2026-02-25 19:52:00,CUSTOMER_CANCEL,262.79
865,5738,2026-02-25 12:09:00,MISSING_ITEM,84.16
866,5740,2026-02-25 14:02:00,CUSTOMER_CANCEL,363.37
867,5742,2026-02-25 15:33:00,MISSING_ITEM,560.55
868,5759,2026-02-26 10:42:00,MISSING_ITEM,588.8
869,5766,2026-02-26 18:56:00,MISSING_ITEM,572.7
870,5779,2026-02-26 10:32:00,DELAY,510.19
871,5794,2026-02-26 08:56:00,DELAY,75.98
872,5797,2026-02-26 22:36:00,DELAY,170.89
873,5816,2026-02-26 12:34:00,DELAY,204.8
874,5817,2026-02-26 13:07:00,MISSING_ITEM,429.85
875,5826,2026-02-26 21:35:00,MISSING_ITEM,156.2
876,5841,2026-02-26 14:14:00,DELAY,124.05
877,5847,2026-02-26 19:09:00,MISSING_ITEM,540.33
878,5860,2026-02-26 10:37:00,MISSING_ITEM,280.07
879,5867,2026-02-26 12:53:00,CUSTOMER_CANCEL,601.12
880,5869,2026-02-26 21:00:00,CUSTOMER_CANCEL,312.99
881,5882,2026-02-26 21:49:00,MISSING_ITEM,97.81
882,5886,2026-02-27 00:01:00,MISSING_ITEM,106.37
883,5889,2026-02-26 17:28:00,DELAY,142.55
