order_id,item_id,quantity,item_price,cuisine_type
2920,7264,1,171.87,Pizza
2921,7265,3,134.85,South Indian
2921,7266,1,208.99,Pizza
2921,7267,3,154.88,Street Food
2922,7268,1,105.8,Cafe
2922,7269,2,176.18,Pizza
2922,7270,1,96.46,Street Food
2922,7271,2,214.09,Biryani
2923,7272,3,267.0,North Indian
2923,7273,3,138.13,Biryani
2924,7274,1,295.33,Pizza
2925,7275,1,93.76,Street Food
2926,7276,3,215.0,Cafe
2927,7277,1,106.19,Biryani
2928,7278,1,168.11,Biryani
2929,7279,2,294.89,Biryani
2930,7280,3,229.14,Chinese
2931,7281,1,169.15,Cafe
2931,7282,1,122.07,Chinese
2931,7283,2,138.48,Chinese
2932,7284,3,186.88,Chinese
2933,7285,2,282.11,Street Food
2933,7286,1,183.39,Cafe
2933,7287,1,165.07,South Indian
2934,7288,2,128.84,North Indian
2934,7289,3,177.88,Chinese
2934,7290,1,178.87,Biryani
2935,7291,3,268.81,South Indian
2935,7292,3,161.06,Pizza
2936,7293,2,231.35,Cafe
2936,7294,1,295.03,Chinese
2936,7295,2,260.05,Pizza
2937,7296,3,119.66,Chinese
2938,7297,2,141.42,Pizza
2938,7298,1,167.47,Pizza
2938,7299,3,116.21,Biryani
2938,7300,3,219.31,Street Food
2939,7301,3,259.49,Pizza
2939,7302,1,224.24,Chinese
2940,7303,3,232.28,Pizza
2941,7304,1,123.97,Chinese
2941,7305,3,165.28,Chinese
2941,7306,3,97.13,Street Food
2941,7307,3,175.97,Chinese
2942,7308,3,224.18,South Indian
2943,7309,3,293.42,Chinese
2944,7310,3,192.04,North Indian
2944,7311,2,168.08,Pizza
2944,7312,2,107.84,South Indian
2944,7313,1,257.61,Pizza
2945,7314,3,253.34,Biryani
2945,7315,3,104.88,Biryani
2945,7316,1,147.33,North Indian
2946,7317,1,270.59,Cafe
2946,7318,1,287.91,Cafe
2946,7319,1,93.64,Biryani
2947,7320,1,139.02,Biryani
2947,7321,3,237.95,Street Food
2948,7322,2,244.78,Street Food
2949,7323,3,156.35,Cafe
2949,7324,2,106.17,Cafe
2949,7325,2,235.8,Cafe
2950,7326,1,223.78,Pizza
2950,7327,2,133.13,Street Food
2950,7328,3,176.99,South Indian
2950,7329,2,85.76,North Indian
2951,7330,1,168.13,Street Food
2951,7331,2,184.11,Cafe
2951,7332,2,193.83,Cafe
2951,7333,1,227.57,Chinese
2952,7334,3,180.91,Biryani
2952,7335,3,181.17,Biryani
2952,7336,2,129.26,Cafe
2952,7337,2,213.81,South Indian
2953,7338,1,242.16,Biryani
2953,7339,1,249.97,North Indian
2953,7340,2,211.47,Street Food
2954,7341,2,215.4,Pizza
2954,7342,3,140.76,Street Food
2954,7343,2,123.12,Street Food
2955,7344,2,82.37,Pizza
2956,7345,3,87.08,Chinese
2956,7346,2,81.23,South Indian
2956,7347,1,293.23,Cafe
2956,7348,2,83.27,South Indian
2957,7349,2,102.35,Street Food
2958,7350,3,248.11,North Indian
2958,7351,3,89.73,Pizza
2958,7352,1,231.88,North Indian
2958,7353,1,264.58,Biryani
2958,7354,2,269.1,North Indian
2958,7355,2,192.05,Cafe
2959,7356,2,150.76,Biryani
2960,7357,1,261.36,Cafe
2960,7358,1,148.81,Street Food
2960,7359,3,160.41,Pizza
2960,7360,1,149.57,Chinese
2961,7361,2,192.73,South Indian
2961,7362,1,253.93,South Indian
2961,7363,3,206.51,Chinese
2962,7364,1,223.48,North Indian
2962,7365,1,217.5,Chinese
2962,7366,2,168.72,North Indian
2963,7367,1,209.56,Chinese
2963,7368,3,106.83,Street Food
2963,7369,2,252.96,Pizza
2964,7370,1,229.83,North Indian
2965,7371,3,210.21,Cafe
2966,7372,2,152.02,Chinese
2966,7373,1,82.65,Street Food
2966,7374,2,177.77,South Indian
2966,7375,1,193.5,Street Food
2967,7376,3,284.39,Chinese
2968,7377,1,237.9,Chinese
2968,7378,3,178.07,Pizza
2968,7379,1,269.25,Biryani
2968,7380,2,116.53,South Indian
2968,7381,3,294.95,Cafe
2968,7382,3,222.25,Pizza
2968,7383,3,167.67,Street Food
2969,7384,1,163.39,Pizza
2969,7385,3,273.88,South Indian
2970,7386,2,250.17,South Indian
2970,7387,1,181.17,Chinese
2971,7388,1,227.67,South Indian
2971,7389,3,138.93,North Indian
2971,7390,3,243.83,Street Food
2972,7391,3,251.86,Street Food
2973,7392,1,297.85,South Indian
2973,7393,2,97.35,South Indian
2974,7394,2,216.96,North Indian
2974,7395,3,292.81,Pizza
2974,7396,3,201.93,North Indian
2974,7397,2,206.15,South Indian
2975,7398,3,85.89,Chinese
2975,7399,2,86.02,Biryani
2975,7400,1,103.24,South Indian
2975,7401,2,258.97,Biryani
2976,7402,2,116.19,South Indian
2976,7403,2,235.95,Cafe
2977,7404,2,192.06,Biryani
2977,7405,3,116.74,Chinese
2977,7406,3,224.47,Street Food
2977,7407,2,178.34,South Indian
2978,7408,1,208.77,Street Food
2978,7409,3,107.04,North Indian
2978,7410,3,109.59,Cafe
2979,7411,2,186.45,South Indian
2979,7412,1,275.0,Street Food
2979,7413,3,118.69,Cafe
2979,7414,2,264.32,Biryani
2980,7415,1,278.65,Pizza
2980,7416,3,272.07,South Indian
2980,7417,2,161.3,Biryani
2981,7418,2,126.56,North Indian
2981,7419,3,119.43,Cafe
2982,7420,3,93.51,Pizza
2982,7421,1,299.08,Pizza
2982,7422,3,161.27,Biryani
2982,7423,2,283.85,South Indian
2983,7424,2,267.88,South Indian
2983,7425,3,128.26,South Indian
2983,7426,3,154.05,Chinese
2983,7427,1,121.81,South Indian
2984,7428,3,103.13,Chinese
2984,7429,1,112.82,Street Food
2984,7430,2,107.54,Street Food
2985,7431,3,241.61,North Indian
2986,7432,2,121.7,Chinese
2986,7433,2,215.48,Pizza
2986,7434,3,88.58,South Indian
2986,7435,1,90.27,Street Food
2987,7436,3,116.4,Pizza
2988,7437,3,262.89,Cafe
2989,7438,3,260.67,Chinese
2990,7439,1,190.98,Pizza
2990,7440,3,134.28,South Indian
2990,7441,3,227.87,Street Food
2990,7442,3,252.51,Cafe
2991,7443,3,180.39,Biryani
2991,7444,3,220.11,Biryani
2991,7445,3,228.05,North Indian
2991,7446,3,212.47,South Indian
2992,7447,1,183.89,North Indian
2992,7448,1,88.93,Chinese
2993,7449,1,252.54,South Indian
2994,7450,2,224.37,Biryani
2994,7451,3,234.19,North Indian
2995,7452,1,283.56,North Indian
2995,7453,2,126.37,Street Food
2996,7454,3,298.28,Biryani
2996,7455,3,134.69,Biryani
2996,7456,1,296.98,Chinese
2996,7457,1,99.0,Street Food
2997,7458,2,102.19,Cafe
2997,7459,2,98.52,Street Food
2997,7460,1,127.36,Street Food
2997,7461,2,191.27,Street Food
2997,7462,2,190.6,Street Food
2998,7463,3,143.69,Biryani
2998,7464,3,191.57,Pizza
2998,7465,3,249.36,Street Food
2998,7466,1,192.68,Pizza
2999,7467,3,127.91,North Indian
2999,7468,2,145.33,Chinese
2999,7469,2,258.68,Pizza
3000,7470,2,118.4,South Indian
3000,7471,3,179.57,North Indian
3000,7472,3,109.87,North Indian
3001,7473,2,287.01,Street Food
3002,7474,2,100.75,Cafe
3002,7475,1,87.74,Cafe
3002,7476,3,274.44,Street Food
3003,7477,3,89.45,Pizza
3003,7478,2,291.15,Street Food
3004,7479,3,254.64,Street Food
3004,7480,3,229.85,North Indian
3004,7481,2,189.14,North Indian
3005,7482,3,84.96,Biryani
3005,7483,1,175.65,Street Food
3005,7484,2,242.04,North Indian
3005,7485,1,188.73,Chinese
3006,7486,3,163.39,South Indian
3006,7487,2,134.39,North Indian
3006,7488,2,173.31,Chinese
3006,7489,2,167.76,South Indian
3007,7490,2,270.15,Biryani
3007,7491,1,253.81,South Indian
3007,7492,1,103.15,Biryani
3007,7493,2,293.62,North Indian
3008,7494,1,242.85,South Indian
3008,7495,2,251.64,Cafe
3008,7496,3,278.04,Pizza
3008,7497,3,192.17,Street Food
3009,7498,1,146.41,Cafe
3010,7499,1,297.39,Cafe
3011,7500,3,268.25,South Indian
3012,7501,2,260.01,Biryani
3013,7502,3,204.94,North Indian
3013,7503,1,211.27,Biryani
3013,7504,1,267.26,Chinese
3013,7505,2,201.05,North Indian
3014,7506,3,216.03,Chinese
3014,7507,1,253.26,South Indian
3014,7508,1,107.64,North Indian
3015,7509,3,262.02,Chinese
3016,7510,3,282.58,Chinese
3017,7511,2,255.05,North Indian
3017,7512,3,269.8,North Indian
3017,7513,3,285.95,Pizza
3017,7514,3,218.57,Cafe
3018,7515,3,232.56,Pizza
3018,7516,1,209.12,Biryani
3019,7517,3,219.7,Street Food
3019,7518,2,131.05,Biryani
3019,7519,2,155.61,North Indian
3019,7520,3,214.23,Street Food
3020,7521,1,296.89,Pizza
3020,7522,1,266.22,Biryani
3021,7523,1,240.65,Street Food
3022,7524,3,167.43,Street Food
3023,7525,1,97.14,Cafe
3023,7526,3,246.81,North Indian
3023,7527,2,213.96,Biryani
3024,7528,2,221.71,Street Food
3025,7529,2,99.09,Pizza
3026,7530,3,166.4,Street Food
3026,7531,2,196.39,South Indian
3026,7532,3,145.07,South Indian
3027,7533,1,84.93,Biryani
3027,7534,2,164.87,Biryani
3028,7535,2,153.82,North Indian
3028,7536,1,203.48,Pizza
3028,7537,1,205.48,North Indian
3028,7538,2,143.75,Chinese
3029,7539,3,194.46,Pizza
3029,7540,3,242.86,Chinese
3029,7541,3,193.95,North Indian
3030,7542,1,184.49,Cafe
3030,7543,3,131.73,North Indian
3030,7544,2,253.7,South Indian
3031,7545,2,255.74,Street Food
3031,7546,1,265.36,Biryani
3031,7547,1,293.34,Pizza
3031,7548,3,94.52,Pizza
3032,7549,3,211.11,Pizza
3033,7550,3,111.92,Chinese
3033,7551,3,263.95,North Indian
3033,7552,2,105.28,North Indian
3034,7553,3,129.25,Pizza
3035,7554,3,83.2,Pizza
3035,7555,1,108.3,Chinese
3036,7556,1,244.13,Pizza
3036,7557,2,236.89,Chinese
3037,7558,3,192.95,Chinese
3037,7559,2,279.28,South Indian
3038,7560,2,173.99,Pizza
3039,7561,2,268.8,Biryani
3039,7562,3,140.89,Street Food
3039,7563,2,267.58,Street Food
3039,7564,1,215.05,Cafe
3040,7565,2,238.32,Biryani
3041,7566,3,125.34,Biryani
3041,7567,3,129.94,Street Food
3041,7568,2,232.11,Cafe
3041,7569,2,243.94,North Indian
3042,7570,1,89.25,Pizza
3043,7571,3,209.44,North Indian
3043,7572,3,273.77,Pizza
3043,7573,1,156.86,Pizza
3043,7574,2,192.72,South Indian
3044,7575,1,203.52,Cafe
3044,7576,1,130.21,Biryani
3044,7577,2,139.73,Pizza
3045,7578,1,103.63,Pizza
3045,7579,3,267.81,Cafe
3045,7580,2,221.45,Pizza
3045,7581,1,143.37,Chinese
3046,7582,3,204.86,Chinese
3046,7583,1,146.57,Chinese
3046,7584,2,229.68,South Indian
3046,7585,3,115.36,Cafe
3047,7586,2,293.2,Pizza
3048,7587,2,192.51,South Indian
3049,7588,1,272.07,Pizza
3049,7589,3,235.71,Street Food
3049,7590,1,84.02,Cafe
3050,7591,2,95.12,Cafe
3051,7592,2,139.96,Chinese
3051,7593,1,258.25,South Indian
3051,7594,1,234.48,Pizza
3052,7595,2,171.49,Street Food
3052,7596,3,108.51,North Indian
3053,7597,3,104.27,North Indian
3053,7598,1,257.68,Cafe
3053,7599,3,102.84,Pizza
3054,7600,3,116.25,South Indian
3055,7601,3,154.52,Chinese
3055,7602,2,296.54,Chinese
3056,7603,1,268.83,North Indian
3056,7604,2,246.94,Chinese
3056,7605,1,298.25,South Indian
3057,7606,2,89.97,North Indian
3057,7607,3,237.13,South Indian
3057,7608,3,134.27,Cafe
3057,7609,1,144.35,Street Food
3057,7610,3,161.71,Street Food
3058,7611,1,101.71,Cafe
3058,7612,1,260.82,Street Food
3058,7613,3,198.77,Chinese
3059,7614,3,197.98,Street Food
3059,7615,3,150.11,South Indian
3059,7616,1,288.73,Street Food
3060,7617,3,87.42,Cafe
3061,7618,2,132.92,Pizza
3061,7619,2,299.36,Street Food
3061,7620,2,218.93,Street Food
3062,7621,1,232.4,South Indian
3062,7622,2,298.18,South Indian
3063,7623,2,151.52,Pizza
3063,7624,1,266.77,North Indian
3064,7625,3,294.13,Street Food
3064,7626,1,116.69,North Indian
3065,7627,2,249.38,North Indian
3066,7628,2,200.02,Cafe
3067,7629,3,155.65,North Indian
3067,7630,3,199.35,Street Food
3068,7631,3,142.28,Pizza
3068,7632,2,264.12,Biryani
3068,7633,1,82.48,Biryani
3069,7634,2,228.23,North Indian
3070,7635,3,269.58,Biryani
3070,7636,2,252.89,South Indian
3070,7637,1,248.65,Pizza
3070,7638,2,110.46,Chinese
3071,7639,3,186.2,Street Food
3072,7640,2,207.06,Cafe
3072,7641,2,121.28,Cafe
3072,7642,1,233.78,North Indian
3073,7643,2,194.29,South Indian
3073,7644,1,290.59,Pizza
3073,7645,2,108.52,North Indian
3073,7646,3,125.18,South Indian
3074,7647,3,82.77,Biryani
3074,7648,3,180.47,Street Food
3074,7649,1,296.23,Cafe
3074,7650,2,160.95,Street Food
3075,7651,2,220.84,North Indian
3075,7652,1,126.04,Street Food
3076,7653,2,173.39,South Indian
3077,7654,2,146.67,Street Food
3077,7655,1,133.92,Biryani
3077,7656,1,249.05,North Indian
3078,7657,1,299.36,Biryani
3078,7658,2,184.43,Cafe
3079,7659,2,256.19,North Indian
3079,7660,2,95.01,Street Food
3080,7661,3,207.26,Street Food
3081,7662,1,117.56,Cafe
3081,7663,2,187.25,Biryani
3081,7664,2,274.37,Biryani
3082,7665,2,163.98,South Indian
3082,7666,2,209.72,Pizza
3083,7667,3,285.03,North Indian
3083,7668,1,161.27,Chinese
3083,7669,2,290.55,Cafe
3083,7670,2,198.37,Cafe
3084,7671,2,170.65,Chinese
3084,7672,2,99.71,Pizza
3084,7673,1,246.56,Biryani
3084,7674,1,230.79,Street Food
3085,7675,3,197.83,Chinese
3085,7676,3,248.56,North Indian
3085,7677,1,191.65,South Indian
3085,7678,1,203.31,Chinese
3086,7679,3,97.14,North Indian
3086,7680,3,85.36,Street Food
3086,7681,3,282.62,Chinese
3087,7682,3,277.52,Street Food
3087,7683,2,190.92,Street Food
3088,7684,1,183.1,Street Food
3088,7685,2,170.54,South Indian
3088,7686,1,246.25,Street Food
3089,7687,3,276.14,North Indian
3090,7688,3,187.95,South Indian
3090,7689,3,113.54,Cafe
3090,7690,1,165.94,Chinese
3090,7691,3,184.93,Pizza
3091,7692,2,287.58,Biryani
3091,7693,1,196.81,Pizza
3091,7694,1,140.04,Pizza
3092,7695,2,238.91,Pizza
3093,7696,1,241.48,Biryani
3093,7697,1,108.96,South Indian
3093,7698,3,154.86,Biryani
3093,7699,1,222.92,North Indian
3094,7700,1,98.11,Cafe
3094,7701,3,257.08,North Indian
3094,7702,1,194.58,North Indian
3094,7703,3,155.33,North Indian
3095,7704,2,264.78,Biryani
3095,7705,2,298.01,Street Food
3095,7706,3,222.13,North Indian
3095,7707,2,258.78,North Indian
3096,7708,3,258.18,Cafe
3096,7709,3,87.29,Cafe
3096,7710,2,171.67,Cafe
3097,7711,3,89.51,Biryani
3098,7712,3,158.58,Biryani
3099,7713,3,257.22,South Indian
3099,7714,2,221.7,Street Food
3100,7715,1,127.62,Pizza
3100,7716,2,215.55,Pizza
3101,7717,3,187.79,Street Food
3102,7718,3,123.68,Street Food
3102,7719,3,121.55,Chinese
3103,7720,2,191.57,Chinese
3103,7721,1,80.16,Pizza
3103,7722,3,143.98,Chinese
3104,7723,2,137.03,Cafe
3104,7724,2,141.89,Cafe
3105,7725,2,291.72,Pizza
3106,7726,1,271.4,Chinese
3106,7727,2,111.19,Biryani
3107,7728,2,184.4,North Indian
3107,7729,3,291.6,Biryani
3107,7730,1,156.25,Biryani
3108,7731,2,110.86,Pizza
3109,7732,2,207.95,Cafe
3110,7733,1,272.8,North Indian
3110,7734,3,268.3,North Indian
3111,7735,1,291.21,Pizza
3111,7736,1,203.19,Street Food
3111,7737,3,210.78,Biryani
3111,7738,3,134.74,South Indian
3112,7739,1,220.27,Pizza
3112,7740,2,85.23,Cafe
3112,7741,3,252.71,Pizza
3112,7742,1,180.82,Chinese
3113,7743,2,126.74,South Indian
3114,7744,2,125.59,Pizza
3114,7745,3,199.92,South Indian
3114,7746,3,252.34,Pizza
3114,7747,3,284.43,Street Food
3115,7748,2,284.05,Pizza
3115,7749,2,84.12,Pizza
3115,7750,2,211.2,North Indian
3115,7751,1,287.38,Biryani
3116,7752,3,224.13,Cafe
3116,7753,1,185.93,Pizza
3116,7754,3,144.39,Biryani
3116,7755,2,125.54,Cafe
3117,7756,3,211.41,Chinese
3117,7757,1,83.42,Pizza
3117,7758,2,95.98,North Indian
3118,7759,2,283.66,Cafe
3119,7760,2,175.99,South Indian
3120,7761,3,211.15,North Indian
3120,7762,3,109.17,Pizza
3121,7763,1,168.81,Cafe
3121,7764,3,163.97,South Indian
3122,7765,1,130.98,Pizza
3122,7766,3,144.83,Cafe
3122,7767,1,86.3,Chinese
3122,7768,3,110.71,Street Food
3123,7769,3,288.67,Street Food
3123,7770,1,161.13,Biryani
3123,7771,2,283.08,Biryani
3124,7772,2,299.2,South Indian
3124,7773,3,102.97,Biryani
3125,7774,1,82.16,Cafe
3126,7775,1,238.88,Chinese
3127,7776,2,204.4,Biryani
3127,7777,1,143.35,Biryani
3128,7778,3,215.46,Biryani
3129,7779,1,161.58,Cafe
3129,7780,1,118.2,Chinese
3129,7781,1,290.4,North Indian
3129,7782,3,267.45,Cafe
3130,7783,3,201.19,Biryani
3130,7784,3,150.18,Pizza
3131,7785,2,187.94,Chinese
3131,7786,1,182.09,Biryani
3131,7787,2,195.33,South Indian
3132,7788,2,138.03,Street Food
3132,7789,2,161.12,North Indian
3133,7790,3,109.26,Biryani
3134,7791,3,183.54,Cafe
3134,7792,2,281.96,Pizza
3134,7793,3,141.26,Pizza
3135,7794,3,121.73,Street Food
3135,7795,3,205.55,Pizza
3136,7796,3,213.47,Biryani
3136,7797,2,289.25,Chinese
3137,7798,2,88.33,Cafe
3138,7799,3,91.64,Chinese
3139,7800,3,156.13,Biryani
3139,7801,2,188.87,North Indian
3139,7802,3,287.65,Cafe
3140,7803,3,86.08,Chinese
3140,7804,2,122.71,Biryani
3140,7805,2,140.33,Pizza
3140,7806,1,172.21,Chinese
3141,7807,1,165.37,Chinese
3142,7808,2,218.71,Chinese
3143,7809,2,93.96,North Indian
3144,7810,1,129.21,Chinese
3145,7811,2,131.97,Chinese
3146,7812,2,230.25,South Indian
3146,7813,1,144.65,North Indian
3146,7814,2,132.18,Biryani
3147,7815,3,101.99,Cafe
3147,7816,1,187.85,Biryani
3147,7817,2,234.31,North Indian
3147,7818,1,225.13,Cafe
3148,7819,3,174.01,Street Food
3149,7820,1,144.92,Street Food
3149,7821,3,288.58,Cafe
3149,7822,1,101.32,Biryani
3150,7823,2,159.11,Cafe
3151,7824,1,136.52,South Indian
3151,7825,1,281.53,Street Food
3151,7826,3,180.71,Pizza
3152,7827,2,217.58,Biryani
3152,7828,2,246.34,Biryani
3152,7829,3,248.03,Biryani
3152,7830,3,95.46,Biryani
3153,7831,2,124.67,Chinese
3153,7832,3,151.42,Street Food
3153,7833,3,163.75,Street Food
3153,7834,3,93.24,Cafe
3154,7835,2,94.97,Pizza
3154,7836,2,295.99,Biryani
3154,7837,1,181.83,Biryani
3155,7838,2,150.55,Street Food
3155,7839,2,274.23,Pizza
3155,7840,2,98.44,Chinese
3156,7841,2,250.11,Cafe
3156,7842,3,84.73,Chinese
3157,7843,1,137.27,North Indian
3157,7844,2,86.7,Pizza
3157,7845,3,193.5,North Indian
3158,7846,1,242.73,Street Food
3159,7847,1,218.27,Street Food
3159,7848,2,176.79,Biryani
3160,7849,1,120.03,Street Food
3161,7850,3,232.72,Biryani
3162,7851,1,200.81,North Indian
3163,7852,1,234.47,Chinese
3163,7853,3,217.29,South Indian
3163,7854,2,127.73,Cafe
3163,7855,1,146.63,Pizza
3164,7856,3,194.88,Cafe
3164,7857,1,225.21,North Indian
3165,7858,3,136.12,Chinese
3165,7859,1,157.96,North Indian
3165,7860,1,124.48,North Indian
3165,7861,2,116.18,South Indian
3166,7862,2,208.54,North Indian
3166,7863,1,127.28,Street Food
3167,7864,1,91.11,Cafe
3167,7865,2,146.55,Street Food
3167,7866,1,203.17,North Indian
3168,7867,2,122.07,Biryani
3168,7868,3,264.33,Pizza
3168,7869,3,187.37,Biryani
3168,7870,2,98.51,Street Food
3169,7871,2,133.89,Street Food
3169,7872,1,137.8,Pizza
3169,7873,3,210.54,South Indian
3169,7874,3,291.48,Cafe
3170,7875,3,233.84,Cafe
3171,7876,1,89.41,Pizza
3171,7877,1,163.53,Cafe
3171,7878,2,115.06,Street Food
3172,7879,2,208.33,Chinese
3172,7880,2,146.74,Cafe
3172,7881,3,166.94,Pizza
3173,7882,1,127.93,Biryani
3173,7883,2,168.94,Cafe
3173,7884,1,115.68,Pizza
3173,7885,3,249.17,Street Food
3174,7886,2,120.47,Chinese
3175,7887,1,103.33,North Indian
3176,7888,3,253.59,South Indian
3176,7889,1,131.55,North Indian
3176,7890,2,132.83,Biryani
3177,7891,1,171.42,Pizza
3177,7892,2,294.14,North Indian
3178,7893,1,158.06,North Indian
3178,7894,3,256.52,Biryani
3178,7895,3,200.99,Cafe
3179,7896,2,278.83,Biryani
3179,7897,2,290.43,Chinese
3179,7898,1,228.86,Biryani
3180,7899,1,225.65,North Indian
3181,7900,1,157.99,Biryani
3181,7901,2,186.58,Biryani
3181,7902,3,142.31,North Indian
3181,7903,2,135.8,Cafe
3182,7904,1,268.27,Pizza
3182,7905,3,106.64,Cafe
3182,7906,3,198.44,Chinese
3183,7907,3,97.58,Biryani
3183,7908,2,163.29,Chinese
3183,7909,2,277.5,Chinese
3183,7910,2,295.94,Chinese
3184,7911,3,283.67,North Indian
3184,7912,2,105.42,South Indian
3184,7913,3,274.76,Cafe
3184,7914,3,82.36,Cafe
3185,7915,1,141.18,North Indian
3186,7916,1,226.27,South Indian
3186,7917,3,244.36,Cafe
3186,7918,3,231.06,Chinese
3186,7919,2,168.56,Cafe
3187,7920,1,112.97,Biryani
3188,7921,2,151.5,North Indian
3189,7922,2,101.52,Cafe
3189,7923,1,81.72,Biryani
3189,7924,2,240.79,Chinese
3190,7925,2,210.06,Cafe
3190,7926,3,295.67,Street Food
3191,7927,2,196.76,Street Food
3192,7928,1,151.95,North Indian
3193,7929,3,152.5,Biryani
3194,7930,1,279.47,Biryani
3194,7931,1,276.55,Street Food
3195,7932,3,133.17,Chinese
3196,7933,2,266.5,Biryani
3196,7934,2,215.36,Street Food
3196,7935,2,212.55,Street Food
3197,7936,2,156.01,Biryani
3197,7937,1,279.3,Biryani
3198,7938,2,279.76,Street Food
3199,7939,3,282.8,Pizza
3199,7940,2,141.49,North Indian
3199,7941,2,217.97,South Indian
3200,7942,2,196.92,South Indian
3201,7943,2,215.76,Chinese
3201,7944,2,188.01,Biryani
3201,7945,2,218.1,Street Food
3201,7946,1,293.56,South Indian
3202,7947,2,261.46,South Indian
3202,7948,2,89.46,Chinese
3202,7949,1,245.21,North Indian
3202,7950,2,115.77,South Indian
3203,7951,2,135.24,Biryani
3204,7952,1,211.14,Street Food
3204,7953,1,86.95,Street Food
3205,7954,1,176.57,Pizza
3205,7955,2,139.36,Street Food
3205,7956,3,272.0,North Indian
3205,7957,3,135.16,Street Food
3206,7958,1,126.66,Chinese
3206,7959,2,282.91,Pizza
3206,7960,3,90.94,North Indian
3206,7961,3,168.97,Cafe
3207,7962,1,284.57,South Indian
3208,7963,2,205.45,Biryani
3208,7964,2,156.94,Biryani
3208,7965,2,159.06,Chinese
3209,7966,1,167.89,South Indian
3209,7967,2,88.46,Chinese
3210,7968,3,287.43,Pizza
3210,7969,3,183.42,North Indian
3211,7970,2,272.5,Street Food
3211,7971,3,140.71,Biryani
3212,7972,2,188.56,Street Food
3212,7973,2,107.67,Street Food
3212,7974,1,214.71,North Indian
3213,7975,2,202.17,Pizza
3213,7976,3,126.99,South Indian
3214,7977,1,211.96,South Indian
3215,7978,2,263.45,North Indian
3215,7979,3,133.06,Chinese
3215,7980,1,213.18,South Indian
3216,7981,3,176.19,Biryani
3216,7982,3,289.48,North Indian
3216,7983,3,112.34,Chinese
3217,7984,3,286.89,South Indian
3217,7985,2,99.24,North Indian
3217,7986,2,157.22,Street Food
3218,7987,2,122.51,South Indian
3218,7988,2,243.34,South Indian
3218,7989,2,166.89,Chinese
3219,7990,3,182.23,Chinese
3219,7991,1,186.88,Street Food
3220,7992,2,134.21,South Indian
3220,7993,3,97.66,Chinese
3221,7994,2,170.36,Biryani
3221,7995,1,193.58,Cafe
3222,7996,1,215.53,Chinese
3222,7997,3,96.57,Chinese
3222,7998,3,195.7,Chinese
3223,7999,1,100.48,Biryani
3223,8000,2,110.89,Biryani
3223,8001,1,182.77,South Indian
3223,8002,2,253.12,North Indian
3224,8003,1,208.79,Pizza
3224,8004,3,145.75,Cafe
3224,8005,1,188.9,Street Food
3224,8006,2,108.33,Chinese
3225,8007,1,149.84,Street Food
3226,8008,1,294.54,Biryani
3226,8009,2,188.13,Street Food
3226,8010,3,125.4,South Indian
3226,8011,2,142.43,Cafe
3227,8012,3,228.04,Cafe
3227,8013,3,136.94,North Indian
3227,8014,3,97.82,Cafe
3227,8015,3,270.77,Chinese
3228,8016,2,216.32,Chinese
3228,8017,1,164.61,Cafe
3228,8018,1,121.81,Street Food
3228,8019,2,173.59,Pizza
3229,8020,1,176.08,South Indian
3230,8021,2,113.72,Cafe
3230,8022,1,111.72,Street Food
3231,8023,3,92.26,Pizza
3231,8024,2,162.83,Biryani
3231,8025,2,90.48,North Indian
3231,8026,3,298.52,Biryani
3232,8027,2,269.9,Cafe
3232,8028,2,130.04,North Indian
3232,8029,1,102.44,South Indian
3232,8030,2,90.5,Pizza
3233,8031,1,249.5,North Indian
3233,8032,2,231.47,Chinese
3233,8033,2,176.0,Chinese
3234,8034,1,199.01,Pizza
3234,8035,3,95.66,Chinese
3235,8036,1,174.14,Street Food
3235,8037,2,110.17,Street Food
3235,8038,3,239.67,Chinese
3235,8039,1,91.53,Cafe
3236,8040,2,100.36,Chinese
3237,8041,2,103.21,North Indian
3237,8042,3,268.39,South Indian
3237,8043,2,216.79,South Indian
3238,8044,3,265.71,Chinese
3239,8045,2,242.75,Biryani
3239,8046,3,217.0,Cafe
3239,8047,3,167.59,Biryani
3239,8048,3,120.81,South Indian
3240,8049,3,234.1,Cafe
3240,8050,1,185.52,Cafe
3240,8051,3,285.33,Pizza
3240,8052,1,141.71,Pizza
3241,8053,3,119.96,Street Food
3241,8054,2,295.08,South Indian
3241,8055,3,92.86,Street Food
3241,8056,3,104.73,South Indian
3242,8057,2,165.68,Cafe
3242,8058,3,176.03,South Indian
3242,8059,2,215.08,Cafe
3242,8060,1,261.73,Street Food
3243,8061,2,137.45,South Indian
3243,8062,1,85.15,Biryani
3244,8063,3,253.54,Biryani
3245,8064,2,296.11,Pizza
3246,8065,2,201.62,Pizza
3246,8066,1,100.72,Chinese
3246,8067,1,215.54,Pizza
3247,8068,2,183.71,Pizza
3247,8069,2,122.31,Cafe
3247,8070,3,128.32,Cafe
3248,8071,3,110.83,South Indian
3249,8072,3,298.75,Pizza
3249,8073,1,226.36,North Indian
3249,8074,3,257.37,Cafe
3250,8075,2,279.4,Biryani
3250,8076,3,201.8,Chinese
3250,8077,2,96.79,Pizza
3251,8078,3,178.79,Pizza
3251,8079,3,221.36,Cafe
3251,8080,2,230.78,South Indian
3251,8081,3,243.6,North Indian
3252,8082,2,254.36,North Indian
3252,8083,3,193.8,Biryani
3252,8084,1,230.38,Street Food
3253,8085,2,277.78,North Indian
