ticket_id,order_id,ticket_type,created_ts,resolution_status
416,4140,MISSING_ITEM,2026-02-15 22:31:00,OPEN
417,4157,MISSING_ITEM,2026-02-15 19:57:00,OPEN
418,4173,DELAY,2026-02-15 18:55:00,RESOLVED
419,4177,WRONG_ORDER,2026-02-15 12:36:00,RESOLVED
420,4180,PAYMENT_ISSUE,2026-02-15 12:18:00,OPEN
421,4185,WRONG_ORDER,2026-02-15 15:48:00,OPEN
422,4186,MISSING_ITEM,2026-02-15 14:59:00,RESOLVED
423,4190,DELAY,2026-02-15 18:03:00,RESOLVED
424,4197,MISSING_ITEM,2026-02-15 12:12:00,RESOLVED
425,4205,MISSING_ITEM,2026-02-16 12:17:00,RESOLVED
426,4215,DELAY,2026-02-16 13:48:00,RESOLVED
427,4227,PAYMENT_ISSUE,2026-02-17 00:44:00,OPEN
428,4230,WRONG_ORDER,2026-02-17 00:31:00,OPEN
429,4247,DELAY,2026-02-16 11:15:00,RESOLVED
430,4254,DELAY,2026-02-16 15:31:00,RESOLVED
431,4281,PAYMENT_ISSUE,2026-02-16 22:22:00,OPEN
432,4283,MISSING_ITEM,2026-02-16 12:26:00,OPEN
433,4284,PAYMENT_ISSUE,2026-02-16 19:13:00,RESOLVED
434,4293,WRONG_ORDER,2026-02-16 14:22:00,OPEN
435,4294,MISSING_ITEM,2026-02-16 20:51:00,RESOLVED
436,4309,PAYMENT_ISSUE,2026-02-16 11:47:00,RESOLVED
437,4317,WRONG_ORDER,2026-02-16 12:37:00,RESOLVED
438,4333,MISSING_ITEM,2026-02-16 16:11:00,OPEN
439,4341,DELAY,2026-02-16 15:52:00,OPEN
440,4343,MISSING_ITEM,2026-02-16 15:06:00,OPEN
441,4349,PAYMENT_ISSUE,2026-02-16 12:53:00,RESOLVED
442,4352,MISSING_ITEM,2026-02-16 12:26:00,RESOLVED
443,4354,DELAY,2026-02-16 15:52:00,OPEN
444,4357,DELAY,2026-02-16 14:26:00,OPEN
445,4360,PAYMENT_ISSUE,2026-02-16 16:34:00,OPEN
446,4380,PAYMENT_ISSUE,2026-02-17 11:18:00,RESOLVED
447,4381,DELAY,2026-02-17 10:51:00,RESOLVED
448,4382,WRONG_ORDER,2026-02-17 09:46:00,OPEN
449,4396,WRONG_ORDER,2026-02-17 17:25:00,OPEN
450,4397,MISSING_ITEM,2026-02-18 00:15:00,RESOLVED
451,4407,MISSING_ITEM,2026-02-17 12:10:00,OPEN
452,4411,WRONG_ORDER,2026-02-17 12:45:00,RESOLVED
453,4416,MISSING_ITEM,2026-02-17 10:46:00,RESOLVED
454,4429,MISSING_ITEM,2026-02-17 16:37:00,OPEN
455,4431,PAYMENT_ISSUE,2026-02-18 00:15:00,RESOLVED
456,4444,DELAY,2026-02-17 22:20:00,OPEN
457,4456,PAYMENT_ISSUE,2026-02-17 13:38:00,RESOLVED
458,4469,DELAY,2026-02-17 11:05:00,OPEN
459,4476,MISSING_ITEM,2026-02-17 23:52:00,RESOLVED
460,4478,MISSING_ITEM,2026-02-18 00:31:00,RESOLVED
461,4482,WRONG_ORDER,2026-02-18 01:40:00,RESOLVED
462,4486,PAYMENT_ISSUE,2026-02-19 01:14:00,RESOLVED
463,4494,WRONG_ORDER,2026-02-18 22:35:00,RESOLVED
464,4508,WRONG_ORDER,2026-02-18 13:51:00,OPEN
465,4513,MISSING_ITEM,2026-02-18 09:29:00,OPEN
466,4527,PAYMENT_ISSUE,2026-02-18 18:40:00,OPEN
467,4542,MISSING_ITEM,2026-02-18 23:01:00,OPEN
468,4544,WRONG_ORDER,2026-02-18 14:31:00,RESOLVED
469,4558,WRONG_ORDER,2026-02-18 15:21:00,OPEN
470,4601,MISSING_ITEM,2026-02-19 00:48:00,OPEN
471,4620,DELAY,2026-02-19 01:26:00,OPEN
472,4621,MISSING_ITEM,2026-02-18 14:40:00,OPEN
473,4630,DELAY,2026-02-18 15:54:00,OPEN
474,4645,PAYMENT_ISSUE,2026-02-18 23:06:00,OPEN
475,4653,WRONG_ORDER,2026-02-18 16:09:00,OPEN
476,4660,WRONG_ORDER,2026-02-18 21:03:00,OPEN
477,4686,PAYMENT_ISSUE,2026-02-20 00:03:00,RESOLVED
478,4697,MISSING_ITEM,2026-02-19 12:11:00,RESOLVED
479,4702,PAYMENT_ISSUE,2026-02-19 20:29:00,OPEN
480,4703,DELAY,2026-02-19 23:50:00,RESOLVED
481,4706,WRONG_ORDER,2026-02-19 14:39:00,OPEN
482,4712,WRONG_ORDER,2026-02-19 11:38:00,RESOLVED
483,4713,WRONG_ORDER,2026-02-19 13:52:00,OPEN
484,4733,WRONG_ORDER,2026-02-19 17:09:00,OPEN
485,4752,PAYMENT_ISSUE,2026-02-20 00:26:00,RESOLVED
486,4754,DELAY,2026-02-19 14:53:00,OPEN
487,4757,DELAY,2026-02-19 17:33:00,RESOLVED
488,4764,WRONG_ORDER,2026-02-19 21:04:00,OPEN
489,4770,DELAY,2026-02-19 13:57:00,RESOLVED
490,4775,MISSING_ITEM,2026-02-19 19:42:00,OPEN
491,4793,PAYMENT_ISSUE,2026-02-19 10:32:00,RESOLVED
492,4808,PAYMENT_ISSUE,2026-02-20 01:14:00,RESOLVED
493,4844,DELAY,2026-02-20 20:25:00,OPEN
494,4851,PAYMENT_ISSUE,2026-02-20 21:09:00,OPEN
495,4860,DELAY,2026-02-20 10:57:00,OPEN
496,4864,WRONG_ORDER,2026-02-20 16:13:00,RESOLVED
497,4884,MISSING_ITEM,2026-02-20 19:11:00,OPEN
498,4887,WRONG_ORDER,2026-02-20 19:44:00,OPEN
499,4888,WRONG_ORDER,2026-02-20 21:18:00,OPEN
500,4895,DELAY,2026-02-21 00:01:00,OPEN
501,4898,PAYMENT_ISSUE,2026-02-21 00:49:00,OPEN
502,4922,PAYMENT_ISSUE,2026-02-20 21:50:00,RESOLVED
503,4933,WRONG_ORDER,2026-02-20 19:56:00,OPEN
504,4956,WRONG_ORDER,2026-02-20 16:04:00,OPEN
505,4964,PAYMENT_ISSUE,2026-02-20 17:44:00,OPEN
506,4978,WRONG_ORDER,2026-02-20 18:05:00,RESOLVED
507,4979,MISSING_ITEM,2026-02-20 21:31:00,RESOLVED
508,4982,WRONG_ORDER,2026-02-20 14:02:00,OPEN
509,4988,MISSING_ITEM,2026-02-21 14:22:00,RESOLVED
510,4997,DELAY,2026-02-22 00:10:00,OPEN
511,5022,DELAY,2026-02-21 20:29:00,RESOLVED
512,5039,WRONG_ORDER,2026-02-21 20:27:00,RESOLVED
513,5048,PAYMENT_ISSUE,2026-02-21 21:08:00,OPEN
514,5056,WRONG_ORDER,2026-02-21 20:51:00,OPEN
515,5063,WRONG_ORDER,2026-02-21 15:30:00,OPEN
516,5081,MISSING_ITEM,2026-02-21 12:10:00,OPEN
517,5098,MISSING_ITEM,2026-02-21 22:41:00,RESOLVED
518,5099,PAYMENT_ISSUE,2026-02-21 15:10:00,OPEN
519,5117,MISSING_ITEM,2026-02-21 10:44:00,OPEN
520,5122,WRONG_ORDER,2026-02-21 10:46:00,OPEN
521,5128,DELAY,2026-02-21 11:58:00,OPEN
522,5137,PAYMENT_ISSUE,2026-02-22 13:14:00,OPEN
523,5142,WRONG_ORDER,2026-02-22 22:58:00,RESOLVED
524,5151,PAYMENT_ISSUE,2026-02-22 19:46:00,OPEN
525,5168,DELAY,2026-02-22 21:20:00,RESOLVED
526,5193,MISSING_ITEM,2026-02-22 16:16:00,OPEN
527,5197,DELAY,2026-02-22 22:35:00,OPEN
528,5205,PAYMENT_ISSUE,2026-02-22 13:51:00,OPEN
529,5210,PAYMENT_ISSUE,2026-02-22 16:45:00,OPEN
530,5223,MISSING_ITEM,2026-02-22 09:32:00,RESOLVED
531,5226,MISSING_ITEM,2026-02-22 18:35:00,OPEN
532,5251,PAYMENT_ISSUE,2026-02-22 14:11:00,RESOLVED
533,5257,PAYMENT_ISSUE,2026-02-23 01:02:00,RESOLVED
534,5266,DELAY,2026-02-22 18:27:00,RESOLVED
535,5275,PAYMENT_ISSUE,2026-02-23 19:28:00,RESOLVED
536,5278,WRONG_ORDER,2026-02-23 20:13:00,OPEN
537,5293,DELAY,2026-02-23 21:52:00,RESOLVED
538,5307,DELAY,2026-02-23 13:20:00,RESOLVED
539,5309,DELAY,2026-02-23 14:53:00,RESOLVED
540,5316,MISSING_ITEM,2026-02-23 12:08:00,OPEN
541,5323,MISSING_ITEM,2026-02-23 14:29:00,RESOLVED
542,5336,PAYMENT_ISSUE,2026-02-23 20:52:00,OPEN
543,5338,PAYMENT_ISSUE,2026-02-23 22:13:00,OPEN
544,5371,MISSING_ITEM,2026-02-23 18:09:00,RESOLVED
545,5379,WRONG_ORDER,2026-02-23 16:35:00,OPEN
546,5384,WRONG_ORDER,2026-02-23 13:15:00,OPEN
547,5399,PAYMENT_ISSUE,2026-02-23 16:50:00,RESOLVED
548,5423,WRONG_ORDER,2026-02-23 10:45:00,OPEN
549,5425,PAYMENT_ISSUE,2026-02-23 21:26:00,OPEN
550,5443,WRONG_ORDER,2026-02-23 18:43:00,OPEN
551,5446,MISSING_ITEM,2026-02-24 17:46:00,RESOLVED
552,5474,WRONG_ORDER,2026-02-24 18:12:00,OPEN
553,5480,WRONG_ORDER,2026-02-24 16:09:00,OPEN
554,5483,WRONG_ORDER,2026-02-24 16:10:00,RESOLVED
555,5497,MISSING_ITEM,2026-02-24 19:47:00,RESOLVED
556,5510,PAYMENT_ISSUE,2026-02-24 20:49:00,RESOLVED
557,5511,MISSING_ITEM,2026-02-24 12:40:00,OPEN
558,5513,PAYMENT_ISSUE,2026-02-24 16:54:00,OPEN
559,5531,WRONG_ORDER,2026-02-24 17:19:00,RESOLVED
560,5536,DELAY,2026-02-24 16:21:00,OPEN
561,5540,MISSING_ITEM,2026-02-24 18:20:00,OPEN
562,5541,WRONG_ORDER,2026-02-24 19:40:00,RESOLVED
563,5544,WRONG_ORDER,2026-02-24 11:23:00,RESOLVED
564,5582,MISSING_ITEM,2026-02-25 23:31:00,OPEN
565,5584,MISSING_ITEM,2026-02-25 12:05:00,RESOLVED
566,5590,WRONG_ORDER,2026-02-25 11:23:00,OPEN
567,5596,WRONG_ORDER,2026-02-25 12:14:00,OPEN
568,5599,WRONG_ORDER,2026-02-25 10:21:00,RESOLVED
569,5605,MISSING_ITEM,2026-02-26 00:28:00,RESOLVED
570,5608,PAYMENT_ISSUE,2026-02-25 17:09:00,OPEN
571,5612,MISSING_ITEM,2026-02-25 18:11:00,OPEN
572,5619,PAYMENT_ISSUE,2026-02-25 13:20:00,RESOLVED
573,5621,DELAY,2026-02-25 20:08:00,RESOLVED
574,5637,WRONG_ORDER,2026-02-25 12:58:00,RESOLVED
575,5638,WRONG_ORDER,2026-02-25 14:31:00,OPEN
576,5645,DELAY,2026-02-25 18:04:00,OPEN
577,5646,DELAY,2026-02-25 20:27:00,RESOLVED
578,5668,MISSING_ITEM,2026-02-25 12:35:00,OPEN
579,5673,DELAY,2026-02-25 17:36:00,RESOLVED
580,5688,WRONG_ORDER,2026-02-25 12:24:00,OPEN
581,5696,MISSING_ITEM,2026-02-25 21:04:00,RESOLVED
582,5708,DELAY,2026-02-25 12:34:00,RESOLVED
583,5725,PAYMENT_ISSUE,2026-02-26 00:06:00,OPEN
584,5736,WRONG_ORDER,2026-02-25 17:20:00,RESOLVED
585,5746,DELAY,2026-02-26 01:29:00,RESOLVED
586,5756,MISSING_ITEM,2026-02-25 10:18:00,RESOLVED
587,5762,DELAY,2026-02-26 13:35:00,OPEN
588,5765,DELAY,2026-02-26 12:21:00,OPEN
589,5766,PAYMENT_ISSUE,2026-02-26 20:55:00,RESOLVED
590,5768,WRONG_ORDER,2026-02-26 17:19:00,OPEN
591,5782,WRONG_ORDER,2026-02-26 14:55:00,RESOLVED
592,5784,MISSING_ITEM,2026-02-26 11:33:00,RESOLVED
593,5792,PAYMENT_ISSUE,2026-02-26 21:55:00,OPEN
594,5800,MISSING_ITEM,2026-02-26 20:03:00,RESOLVED
595,5804,MISSING_ITEM,2026-02-26 19:48:00,RESOLVED
596,5807,PAYMENT_ISSUE,2026-02-26 10:07:00,OPEN
597,5817,DELAY,2026-02-26 13:12:00,RESOLVED
598,5828,DELAY,2026-02-26 22:33:00,OPEN
599,5829,MISSING_ITEM,2026-02-26 22:19:00,OPEN
600,5913,WRONG_ORDER,2026-02-26 14:14:00,OPEN
601,5916,WRONG_ORDER,2026-02-26 17:53:00,OPEN
602,5922,MISSING_ITEM,2026-02-26 16:53:00,OPEN
603,5925,DELAY,2026-02-26 12:31:00,OPEN
604,5927,WRONG_ORDER,2026-02-26 23:35:00,RESOLVED
605,5949,MISSING_ITEM,2026-02-27 16:47:00,OPEN
606,5959,PAYMENT_ISSUE,2026-02-27 14:28:00,OPEN
607,5967,WRONG_ORDER,2026-02-28 01:39:00,OPEN
608,5976,MISSING_ITEM,2026-02-27 14:24:00,OPEN
609,5984,MISSING_ITEM,2026-02-27 22:58:00,OPEN
610,5989,MISSING_ITEM,2026-02-27 13:04:00,RESOLVED
611,5992,DELAY,2026-02-27 13:37:00,OPEN
612,5996,WRONG_ORDER,2026-02-27 21:09:00,RESOLVED
613,6004,MISSING_ITEM,2026-02-27 23:47:00,RESOLVED
614,6024,WRONG_ORDER,2026-02-27 17:15:00,OPEN
615,6038,DELAY,2026-02-27 17:46:00,RESOLVED
616,6044,PAYMENT_ISSUE,2026-02-27 16:32:00,OPEN
617,6048,WRONG_ORDER,2026-02-27 09:40:00,OPEN
618,6053,PAYMENT_ISSUE,2026-02-28 01:59:00,OPEN
619,6057,DELAY,2026-02-27 10:25:00,RESOLVED
620,6061,MISSING_ITEM,2026-02-27 22:36:00,OPEN
621,6066,MISSING_ITEM,2026-02-27 13:20:00,OPEN
622,6071,MISSING_ITEM,2026-02-27 23:11:00,OPEN
623,6074,MISSING_ITEM,2026-02-27 14:52:00,OPEN
624,6083,DELAY,2026-02-27 13:55:00,OPEN
625,6088,DELAY,2026-02-27 20:21:00,RESOLVED
626,6114,WRONG_ORDER,2026-02-28 17:53:00,RESOLVED
627,6115,PAYMENT_ISSUE,2026-02-28 14:04:00,OPEN
628,6124,PAYMENT_ISSUE,2026-02-28 19:35:00,RESOLVED
629,6146,PAYMENT_ISSUE,2026-02-28 12:31:00,OPEN
630,6158,WRONG_ORDER,2026-02-28 12:20:00,RESOLVED
631,6163,MISSING_ITEM,2026-02-28 18:31:00,RESOLVED
632,6168,DELAY,2026-02-28 20:01:00,RESOLVED
633,6169,MISSING_ITEM,2026-02-28 21:03:00,RESOLVED
634,6170,MISSING_ITEM,2026-02-28 23:04:00,RESOLVED
635,6196,MISSING_ITEM,2026-02-28 12:36:00,RESOLVED
636,6202,PAYMENT_ISSUE,2026-02-28 22:04:00,RESOLVED
637,6205,WRONG_ORDER,2026-02-28 12:06:00,OPEN
638,6213,DELAY,2026-02-28 14:53:00,OPEN
639,6224,PAYMENT_ISSUE,2026-02-28 12:17:00,RESOLVED
640,6226,DELAY,2026-02-28 11:18:00,RESOLVED
641,6234,PAYMENT_ISSUE,2026-02-28 10:31:00,OPEN
642,6237,PAYMENT_ISSUE,2026-02-28 17:49:00,RESOLVED
643,6248,WRONG_ORDER,2026-02-28 22:33:00,RESOLVED
644,6253,PAYMENT_ISSUE,2026-03-01 20:09:00,RESOLVED
645,6254,PAYMENT_ISSUE,2026-03-01 22:21:00,OPEN
646,6266,MISSING_ITEM,2026-03-01 19:13:00,OPEN
647,6273,PAYMENT_ISSUE,2026-03-01 11:26:00,RESOLVED
648,6280,DELAY,2026-03-01 22:54:00,RESOLVED
649,6301,PAYMENT_ISSUE,2026-03-01 22:12:00,RESOLVED
650,6302,WRONG_ORDER,2026-03-01 21:07:00,RESOLVED
651,6312,DELAY,2026-03-01 21:49:00,OPEN
652,6332,DELAY,2026-03-01 11:41:00,OPEN
653,6347,PAYMENT_ISSUE,2026-03-01 13:53:00,OPEN
654,6356,WRONG_ORDER,2026-03-02 00:48:00,RESOLVED
655,6371,WRONG_ORDER,2026-03-01 14:51:00,RESOLVED
656,6378,MISSING_ITEM,2026-03-01 14:45:00,OPEN
657,6418,PAYMENT_ISSUE,2026-03-01 22:18:00,OPEN
658,6423,WRONG_ORDER,2026-03-01 19:54:00,OPEN
659,6449,DELAY,2026-03-02 19:48:00,RESOLVED
660,6454,PAYMENT_ISSUE,2026-03-02 19:16:00,RESOLVED
661,6472,PAYMENT_ISSUE,2026-03-02 19:35:00,OPEN
662,6475,DELAY,2026-03-02 18:59:00,RESOLVED
663,6479,PAYMENT_ISSUE,2026-03-02 19:44:00,OPEN
664,6481,MISSING_ITEM,2026-03-02 15:37:00,OPEN
665,6486,MISSING_ITEM,2026-03-02 15:16:00,OPEN
666,6488,PAYMENT_ISSUE,2026-03-02 15:36:00,RESOLVED
667,6508,WRONG_ORDER,2026-03-02 20:53:00,OPEN
668,6514,WRONG_ORDER,2026-03-02 20:48:00,OPEN
669,6524,MISSING_ITEM,2026-03-02 16:49:00,RESOLVED
670,6533,WRONG_ORDER,2026-03-02 16:16:00,OPEN
671,6562,WRONG_ORDER,2026-03-02 19:23:00,RESOLVED
672,6565,MISSING_ITEM,2026-03-02 21:28:00,OPEN
673,6573,WRONG_ORDER,2026-03-02 13:49:00,OPEN
674,6587,MISSING_ITEM,2026-03-02 23:13:00,RESOLVED
675,6608,PAYMENT_ISSUE,2026-03-02 17:48:00,OPEN
676,6611,DELAY,2026-03-02 16:24:00,RESOLVED
677,6613,PAYMENT_ISSUE,2026-03-02 14:54:00,RESOLVED
678,6643,WRONG_ORDER,2026-03-03 11:46:00,RESOLVED
679,6663,PAYMENT_ISSUE,2026-03-03 15:19:00,RESOLVED
680,6668,PAYMENT_ISSUE,2026-03-03 20:19:00,OPEN
681,6669,PAYMENT_ISSUE,2026-03-03 19:51:00,RESOLVED
682,6670,MISSING_ITEM,2026-03-03 21:53:00,OPEN
683,6691,PAYMENT_ISSUE,2026-03-03 19:21:00,OPEN
684,6711,WRONG_ORDER,2026-03-03 21:04:00,RESOLVED
685,6742,MISSING_ITEM,2026-03-03 16:14:00,OPEN
686,6743,DELAY,2026-03-03 15:37:00,RESOLVED
687,6750,DELAY,2026-03-03 19:23:00,OPEN
688,6758,WRONG_ORDER,2026-03-04 01:56:00,RESOLVED
689,6779,MISSING_ITEM,2026-03-04 23:12:00,RESOLVED
690,6780,MISSING_ITEM,2026-03-05 01:39:00,RESOLVED
691,6783,WRONG_ORDER,2026-03-04 21:59:00,OPEN
692,6788,PAYMENT_ISSUE,2026-03-04 14:00:00,OPEN
693,6807,MISSING_ITEM,2026-03-05 00:00:00,OPEN
694,6811,PAYMENT_ISSUE,2026-03-04 18:20:00,OPEN
695,6828,WRONG_ORDER,2026-03-04 21:14:00,RESOLVED
696,6834,MISSING_ITEM,2026-03-04 17:57:00,RESOLVED
697,6835,WRONG_ORDER,2026-03-04 15:34:00,OPEN
698,6836,WRONG_ORDER,2026-03-04 20:13:00,RESOLVED
699,6840,WRONG_ORDER,2026-03-04 19:16:00,RESOLVED
700,6844,DELAY,2026-03-04 21:15:00,OPEN
701,6882,PAYMENT_ISSUE,2026-03-04 10:11:00,OPEN
702,6883,DELAY,2026-03-04 10:43:00,RESOLVED
703,6885,DELAY,2026-03-04 20:18:00,RESOLVED
704,6898,WRONG_ORDER,2026-03-04 14:56:00,RESOLVED
705,6899,DELAY,2026-03-04 08:42:00,OPEN
706,6903,DELAY,2026-03-04 23:54:00,RESOLVED
707,6939,MISSING_ITEM,2026-03-04 08:54:00,RESOLVED
708,6945,PAYMENT_ISSUE,2026-03-05 16:51:00,OPEN
709,6965,MISSING_ITEM,2026-03-05 19:51:00,RESOLVED
710,6967,WRONG_ORDER,2026-03-05 12:12:00,OPEN
711,6970,WRONG_ORDER,2026-03-05 20:16:00,RESOLVED
712,6978,DELAY,2026-03-05 14:00:00,RESOLVED
713,6980,WRONG_ORDER,2026-03-05 21:03:00,RESOLVED
714,6983,MISSING_ITEM,2026-03-05 14:53:00,RESOLVED
715,6987,MISSING_ITEM,2026-03-05 11:08:00,RESOLVED
716,6996,MISSING_ITEM,2026-03-05 14:07:00,RESOLVED
717,6998,MISSING_ITEM,2026-03-05 23:32:00,RESOLVED
718,7010,MISSING_ITEM,2026-03-06 00:36:00,RESOLVED
719,7012,MISSING_ITEM,2026-03-05 12:50:00,RESOLVED
720,7023,WRONG_ORDER,2026-03-06 01:29:00,RESOLVED
721,7028,MISSING_ITEM,2026-03-05 14:01:00,RESOLVED
722,7030,DELAY,2026-03-05 14:28:00,RESOLVED
723,7033,DELAY,2026-03-05 18:56:00,OPEN
724,7034,WRONG_ORDER,2026-03-05 15:55:00,OPEN
725,7046,PAYMENT_ISSUE,2026-03-05 17:43:00,RESOLVED
726,7051,MISSING_ITEM,2026-03-05 12:49:00,RESOLVED
727,7070,PAYMENT_ISSUE,2026-03-05 15:17:00,RESOLVED
728,7077,PAYMENT_ISSUE,2026-03-05 13:26:00,OPEN
729,7080,WRONG_ORDER,2026-03-05 20:51:00,OPEN
730,7081,PAYMENT_ISSUE,2026-03-05 14:36:00,OPEN
731,7099,PAYMENT_ISSUE,2026-03-05 11:01:00,OPEN
732,7102,DELAY,2026-03-05 20:42:00,RESOLVED
733,7124,PAYMENT_ISSUE,2026-03-05 14:26:00,RESOLVED
734,7128,PAYMENT_ISSUE,2026-03-06 17:39:00,RESOLVED
735,7131,PAYMENT_ISSUE,2026-03-06 19:43:00,RESOLVED
736,7136,PAYMENT_ISSUE,2026-03-06 15:11:00,OPEN
737,7141,PAYMENT_ISSUE,2026-03-06 16:17:00,RESOLVED
738,7145,WRONG_ORDER,2026-03-06 23:16:00,OPEN
739,7156,MISSING_ITEM,2026-03-07 00:37:00,RESOLVED
740,7165,MISSING_ITEM,2026-03-06 17:34:00,OPEN
741,7171,MISSING_ITEM,2026-03-06 21:14:00,OPEN
742,7174,PAYMENT_ISSUE,2026-03-06 15:18:00,RESOLVED
743,7208,DELAY,2026-03-06 22:07:00,RESOLVED
744,7215,DELAY,2026-03-06 15:09:00,OPEN
745,7239,DELAY,2026-03-06 12:16:00,RESOLVED
746,7240,WRONG_ORDER,2026-03-06 16:35:00,OPEN
747,7248,PAYMENT_ISSUE,2026-03-06 14:06:00,RESOLVED
748,7266,PAYMENT_ISSUE,2026-03-06 09:17:00,RESOLVED
749,7269,DELAY,2026-03-06 15:15:00,OPEN
750,7270,PAYMENT_ISSUE,2026-03-06 15:19:00,OPEN
751,7280,MISSING_ITEM,2026-03-06 22:35:00,RESOLVED
752,7289,WRONG_ORDER,2026-03-07 01:23:00,RESOLVED
753,7292,PAYMENT_ISSUE,2026-03-06 17:35:00,RESOLVED
754,7309,WRONG_ORDER,2026-03-06 14:15:00,RESOLVED
755,7311,MISSING_ITEM,2026-03-06 18:45:00,RESOLVED
756,7351,DELAY,2026-03-07 10:40:00,OPEN
757,7358,WRONG_ORDER,2026-03-07 20:13:00,OPEN
758,7361,WRONG_ORDER,2026-03-07 15:36:00,OPEN
759,7364,DELAY,2026-03-07 22:45:00,OPEN
760,7369,MISSING_ITEM,2026-03-07 14:20:00,RESOLVED
761,7375,PAYMENT_ISSUE,2026-03-07 17:15:00,OPEN
762,7398,DELAY,2026-03-07 20:58:00,RESOLVED
763,7405,PAYMENT_ISSUE,2026-03-07 18:42:00,RESOLVED
764,7414,DELAY,2026-03-07 19:52:00,RESOLVED
765,7431,PAYMENT_ISSUE,2026-03-07 10:33:00,OPEN
766,7450,DELAY,2026-03-07 22:41:00,OPEN
767,7456,DELAY,2026-03-07 18:27:00,RESOLVED
768,7457,PAYMENT_ISSUE,2026-03-07 19:26:00,OPEN
769,7488,PAYMENT_ISSUE,2026-03-07 13:48:00,OPEN
770,7491,MISSING_ITEM,2026-03-07 16:57:00,RESOLVED
771,7497,PAYMENT_ISSUE,2026-03-07 11:34:00,RESOLVED
772,7508,WRONG_ORDER,2026-03-08 16:50:00,RESOLVED
773,7509,WRONG_ORDER,2026-03-08 21:04:00,RESOLVED
774,7523,PAYMENT_ISSUE,2026-03-08 17:22:00,OPEN
775,7534,DELAY,2026-03-08 14:47:00,RESOLVED
776,7550,WRONG_ORDER,2026-03-08 15:56:00,OPEN
777,7573,PAYMENT_ISSUE,2026-03-08 16:10:00,OPEN
778,7575,DELAY,2026-03-08 11:50:00,OPEN
779,7589,WRONG_ORDER,2026-03-08 19:35:00,RESOLVED
780,7606,MISSING_ITEM,2026-03-08 09:26:00,OPEN
781,7610,DELAY,2026-03-08 22:34:00,RESOLVED
782,7618,MISSING_ITEM,2026-03-08 16:42:00,RESOLVED
783,7622,MISSING_ITEM,2026-03-08 18:17:00,OPEN
784,7625,WRONG_ORDER,2026-03-08 17:28:00,OPEN
785,7642,PAYMENT_ISSUE,2026-03-08 10:43:00,OPEN
786,7651,DELAY,2026-03-08 11:00:00,RESOLVED
787,7663,PAYMENT_ISSUE,2026-03-08 12:06:00,RESOLVED
788,7664,DELAY,2026-03-08 09:35:00,OPEN
789,7688,DELAY,2026-03-08 13:25:00,RESOLVED
790,7691,PAYMENT_ISSUE,2026-03-08 17:29:00,OPEN
791,7692,WRONG_ORDER,2026-03-08 13:11:00,OPEN
792,7703,MISSING_ITEM,2026-03-08 19:14:00,RESOLVED
793,7722,PAYMENT_ISSUE,2026-03-09 11:24:00,RESOLVED
794,7728,WRONG_ORDER,2026-03-09 16:04:00,RESOLVED
795,7732,MISSING_ITEM,2026-03-09 11:22:00,OPEN
796,7741,PAYMENT_ISSUE,2026-03-10 00:45:00,OPEN
797,7754,MISSING_ITEM,2026-03-09 15:05:00,RESOLVED
798,7755,PAYMENT_ISSUE,2026-03-09 16:04:00,OPEN
799,7767,DELAY,2026-03-09 16:27:00,RESOLVED
800,7769,DELAY,2026-03-09 19:32:00,RESOLVED
801,7793,PAYMENT_ISSUE,2026-03-09 23:27:00,RESOLVED
802,7801,PAYMENT_ISSUE,2026-03-10 00:31:00,RESOLVED
803,7807,WRONG_ORDER,2026-03-09 20:08:00,RESOLVED
804,7813,WRONG_ORDER,2026-03-09 12:57:00,RESOLVED
805,7826,WRONG_ORDER,2026-03-10 00:52:00,RESOLVED
806,7836,DELAY,2026-03-09 13:31:00,OPEN
807,7841,PAYMENT_ISSUE,2026-03-09 17:59:00,RESOLVED
808,7843,PAYMENT_ISSUE,2026-03-09 21:31:00,RESOLVED
809,7849,DELAY,2026-03-09 14:31:00,RESOLVED
810,7855,MISSING_ITEM,2026-03-09 23:06:00,OPEN
811,7866,MISSING_ITEM,2026-03-09 21:29:00,OPEN
812,7872,DELAY,2026-03-09 17:06:00,RESOLVED
813,7873,MISSING_ITEM,2026-03-09 22:52:00,OPEN
814,7874,MISSING_ITEM,2026-03-09 11:36:00,OPEN
815,7879,MISSING_ITEM,2026-03-10 01:39:00,OPEN
816,7898,MISSING_ITEM,2026-03-10 09:55:00,OPEN
817,7910,PAYMENT_ISSUE,2026-03-11 00:24:00,OPEN
818,7912,PAYMENT_ISSUE,2026-03-10 23:44:00,OPEN
819,7913,PAYMENT_ISSUE,2026-03-10 15:26:00,OPEN
820,7914,PAYMENT_ISSUE,2026-03-10 09:12:00,RESOLVED
821,7918,DELAY,2026-03-10 10:48:00,OPEN
822,7930,PAYMENT_ISSUE,2026-03-10 09:54:00,OPEN
823,7942,WRONG_ORDER,2026-03-10 21:24:00,RESOLVED
824,7947,WRONG_ORDER,2026-03-10 10:21:00,OPEN
825,7964,WRONG_ORDER,2026-03-10 11:20:00,OPEN
826,7986,DELAY,2026-03-10 16:02:00,RESOLVED
827,7988,DELAY,2026-03-10 12:51:00,RESOLVED
828,8006,DELAY,2026-03-10 22:18:00,RESOLVED
829,8016,PAYMENT_ISSUE,2026-03-10 10:32:00,RESOLVED
