order_id,customer_id,restaurant_id,city,order_ts,promised_delivery_ts,status,order_value,payment_mode
718,3538,49,,2026-01-30 19:26:00,2026-01-30 20:10:00,CANCELLED,179.58,CARD
719,2066,22,,2026-01-30 19:27:00,2026-01-30 20:03:00,CANCELLED,513.71,COD
720,2066,15,,2026-01-30 22:58:00,2026-01-30 23:37:00,CANCELLED,611.67,COD
721,4591,34,,2026-01-30 10:10:00,2026-01-30 10:50:00,CANCELLED,752.05,UPI
722,3276,110,,2026-01-30 15:26:00,2026-01-30 15:56:00,CANCELLED,469.33,UPI
723,2913,56,,2026-01-30 10:32:00,2026-01-30 10:58:00,COMPLETED,455.66,COD
724,3019,15,,2026-01-30 16:26:00,2026-01-30 16:52:00,COMPLETED,610.87,UPI
725,2117,73,,2026-01-30 09:35:00,2026-01-30 10:06:00,COMPLETED,259.39,UPI
726,3040,87,,2026-01-30 08:04:00,2026-01-30 08:45:00,COMPLETED,748.27,CARD
727,4805,14,,2026-01-30 08:26:00,2026-01-30 09:00:00,CANCELLED,229.29,CARD
728,3433,85,,2026-01-30 09:23:00,2026-01-30 10:02:00,COMPLETED,445.14,CARD
729,4007,117,,2026-01-30 08:44:00,2026-01-30 09:29:00,COMPLETED,361.2,CARD
730,4898,78,,2026-01-30 08:49:00,2026-01-30 09:34:00,CANCELLED,186.1,UPI
731,4491,27,,2026-01-30 12:21:00,2026-01-30 12:51:00,COMPLETED,712.59,COD
732,3010,103,,2026-01-30 14:52:00,2026-01-30 15:26:00,CANCELLED,575.14,CARD
733,1818,63,,2026-01-30 13:17:00,2026-01-30 14:01:00,CANCELLED,212.47,COD
734,2508,79,,2026-01-30 16:07:00,2026-01-30 16:40:00,COMPLETED,208.64,CARD
735,3652,88,,2026-01-30 15:16:00,2026-01-30 15:43:00,COMPLETED,782.63,COD
736,4715,103,,2026-01-30 16:59:00,2026-01-30 17:44:00,CANCELLED,338.96,CARD
737,1313,118,,2026-01-30 10:10:00,2026-01-30 10:44:00,COMPLETED,342.06,COD
738,2037,46,,2026-01-30 16:42:00,2026-01-30 17:20:00,CANCELLED,579.56,UPI
739,1746,108,,2026-01-30 21:07:00,2026-01-30 21:48:00,CANCELLED,580.03,COD
740,3555,104,,2026-01-30 15:06:00,2026-01-30 15:40:00,CANCELLED,445.75,UPI
741,4570,87,,2026-01-30 22:52:00,2026-01-30 23:22:00,COMPLETED,635.57,COD
742,3833,52,,2026-01-30 08:18:00,2026-01-30 08:43:00,CANCELLED,261.63,UPI
743,4295,39,,2026-01-30 21:52:00,2026-01-30 22:36:00,COMPLETED,776.04,UPI
744,1109,27,,2026-01-30 08:14:00,2026-01-30 08:45:00,CANCELLED,602.42,COD
745,1352,39,,2026-01-30 19:05:00,2026-01-30 19:37:00,CANCELLED,707.82,UPI
746,4947,63,,2026-01-30 15:12:00,2026-01-30 15:37:00,CANCELLED,249.07,COD
747,1208,43,,2026-01-30 15:40:00,2026-01-30 16:23:00,COMPLETED,520.13,COD
748,3270,38,,2026-01-30 22:27:00,2026-01-30 23:05:00,COMPLETED,629.1,UPI
749,4553,63,,2026-01-30 16:17:00,2026-01-30 16:58:00,COMPLETED,757.93,CARD
750,3655,54,,2026-01-30 17:00:00,2026-01-30 17:25:00,CANCELLED,509.62,UPI
751,3974,25,,2026-01-30 18:37:00,2026-01-30 19:22:00,CANCELLED,433.55,UPI
752,4495,108,,2026-01-30 11:57:00,2026-01-30 12:38:00,CANCELLED,595.23,COD
753,4260,61,,2026-01-30 13:00:00,2026-01-30 13:37:00,COMPLETED,587.52,UPI
754,3015,13,,2026-01-30 12:49:00,2026-01-30 13:16:00,CANCELLED,262.64,CARD
755,4608,34,,2026-01-30 16:25:00,2026-01-30 16:59:00,CANCELLED,180.58,COD
756,1928,16,,2026-01-30 10:58:00,2026-01-30 11:39:00,COMPLETED,369.53,COD
757,4495,89,,2026-01-30 13:48:00,2026-01-30 14:24:00,COMPLETED,512.06,COD
758,4515,14,,2026-01-30 15:28:00,2026-01-30 16:07:00,COMPLETED,658.07,COD
759,2196,91,,2026-01-30 10:51:00,2026-01-30 11:36:00,CANCELLED,742.14,COD
760,4475,26,,2026-01-30 16:30:00,2026-01-30 16:58:00,CANCELLED,367.49,COD
761,1701,11,,2026-01-30 21:07:00,2026-01-30 21:32:00,CANCELLED,457.88,COD
762,3169,54,,2026-01-30 20:52:00,2026-01-30 21:30:00,COMPLETED,309.54,UPI
763,3794,47,,2026-01-30 15:19:00,2026-01-30 15:57:00,COMPLETED,768.7,UPI
764,2289,52,,2026-01-30 21:08:00,2026-01-30 21:33:00,COMPLETED,763.37,CARD
765,3587,92,,2026-01-30 14:42:00,2026-01-30 15:08:00,CANCELLED,248.12,CARD
766,4387,36,,2026-01-30 19:37:00,2026-01-30 20:19:00,COMPLETED,353.9,UPI
767,2811,90,,2026-01-30 15:36:00,2026-01-30 16:21:00,CANCELLED,555.83,COD
768,3201,43,,2026-01-30 21:20:00,2026-01-30 22:05:00,CANCELLED,722.63,UPI
769,3260,40,,2026-01-30 20:37:00,2026-01-30 21:06:00,CANCELLED,334.55,CARD
770,4408,100,,2026-01-30 10:43:00,2026-01-30 11:08:00,CANCELLED,500.96,COD
771,2451,16,,2026-01-30 16:37:00,2026-01-30 17:05:00,COMPLETED,392.44,CARD
772,1967,104,,2026-01-30 10:07:00,2026-01-30 10:46:00,COMPLETED,153.39,UPI
773,1431,42,,2026-01-30 12:51:00,2026-01-30 13:34:00,COMPLETED,395.48,CARD
774,1377,8,,2026-01-30 14:09:00,2026-01-30 14:48:00,CANCELLED,426.7,COD
775,3289,67,,2026-01-30 16:07:00,2026-01-30 16:38:00,CANCELLED,589.93,UPI
776,3005,94,,2026-01-30 17:58:00,2026-01-30 18:38:00,CANCELLED,436.05,CARD
777,3102,111,,2026-01-30 10:27:00,2026-01-30 11:08:00,COMPLETED,447.51,COD
778,4898,16,,2026-01-30 15:46:00,2026-01-30 16:26:00,CANCELLED,763.65,COD
779,2533,39,,2026-01-30 14:18:00,2026-01-30 15:01:00,CANCELLED,249.65,UPI
780,2249,114,,2026-01-30 21:30:00,2026-01-30 21:59:00,CANCELLED,424.14,COD
781,2710,62,,2026-01-30 21:58:00,2026-01-30 22:38:00,CANCELLED,376.62,COD
782,1567,65,,2026-01-30 13:45:00,2026-01-30 14:22:00,CANCELLED,691.89,UPI
783,3721,80,,2026-01-30 19:23:00,2026-01-30 20:02:00,CANCELLED,361.39,COD
784,2136,83,,2026-01-30 14:44:00,2026-01-30 15:19:00,COMPLETED,585.79,CARD
785,3642,16,,2026-01-30 20:04:00,2026-01-30 20:29:00,COMPLETED,651.54,CARD
786,4074,61,,2026-01-30 18:33:00,2026-01-30 19:15:00,COMPLETED,772.24,CARD
787,4436,114,,2026-01-30 17:04:00,2026-01-30 17:34:00,CANCELLED,283.77,COD
788,1095,44,,2026-01-30 17:06:00,2026-01-30 17:50:00,CANCELLED,179.24,UPI
789,3219,22,,2026-01-30 08:24:00,2026-01-30 09:05:00,CANCELLED,209.17,UPI
790,3516,42,,2026-01-30 12:21:00,2026-01-30 12:48:00,COMPLETED,414.73,COD
791,2056,49,,2026-01-30 08:59:00,2026-01-30 09:33:00,COMPLETED,242.6,UPI
792,4888,15,,2026-01-30 12:05:00,2026-01-30 12:49:00,CANCELLED,480.6,CARD
793,4742,114,,2026-01-30 15:55:00,2026-01-30 16:37:00,COMPLETED,168.79,UPI
794,3327,53,,2026-01-30 18:00:00,2026-01-30 18:28:00,CANCELLED,573.51,COD
795,1688,101,,2026-01-30 18:51:00,2026-01-30 19:32:00,COMPLETED,242.54,COD
796,3542,38,,2026-01-30 15:13:00,2026-01-30 15:55:00,COMPLETED,678.22,UPI
796,3542,38,,2026-01-30 15:13:00,2026-01-30 15:55:00,COMPLETED,678.22,UPI
797,4450,81,,2026-01-30 16:13:00,2026-01-30 16:46:00,COMPLETED,592.0,CARD
798,1367,51,,2026-01-30 16:42:00,2026-01-30 17:16:00,COMPLETED,497.16,COD
799,4285,41,,2026-01-30 20:22:00,2026-01-30 21:04:00,CANCELLED,287.05,UPI
800,2883,77,,2026-01-30 20:50:00,2026-01-30 21:29:00,CANCELLED,788.96,UPI
801,1710,53,,2026-01-30 19:48:00,2026-01-30 20:17:00,CANCELLED,1212.45,CARD
802,4342,86,,2026-01-30 17:11:00,2026-01-30 17:38:00,CANCELLED,500.12,CARD
803,3855,2,,2026-01-30 14:01:00,2026-01-30 14:38:00,COMPLETED,265.17,CARD
804,4774,91,,2026-01-30 11:17:00,2026-01-30 11:56:00,CANCELLED,162.86,COD
805,3022,47,,2026-01-30 21:55:00,2026-01-30 22:39:00,COMPLETED,616.58,CARD
806,1454,112,,2026-01-30 20:00:00,2026-01-30 20:44:00,CANCELLED,789.77,
807,3469,73,,2026-01-30 16:25:00,2026-01-30 16:55:00,COMPLETED,630.23,CARD
808,3142,94,,2026-01-30 10:11:00,2026-01-30 10:38:00,CANCELLED,520.44,COD
809,4617,59,,2026-01-30 19:34:00,2026-01-30 19:59:00,COMPLETED,549.4,CARD
810,2666,36,,2026-01-30 18:56:00,2026-01-30 19:41:00,COMPLETED,359.95,COD
811,1192,36,,2026-01-30 15:57:00,2026-01-30 16:37:00,CANCELLED,178.25,UPI
812,1103,95,,2026-01-30 13:23:00,2026-01-30 13:48:00,COMPLETED,203.18,UPI
813,3561,13,,2026-01-30 15:13:00,2026-01-30 15:40:00,COMPLETED,364.0,COD
814,2012,14,,2026-01-30 21:47:00,2026-01-30 22:12:00,CANCELLED,757.79,CARD
815,3457,80,,2026-01-30 13:48:00,2026-01-30 14:14:00,CANCELLED,303.88,UPI
816,2545,41,,2026-01-30 18:40:00,2026-01-30 19:19:00,COMPLETED,783.44,CARD
817,3775,8,,2026-01-30 09:03:00,2026-01-30 09:42:00,COMPLETED,557.02,COD
818,4225,85,,2026-01-30 14:30:00,2026-01-30 15:07:00,COMPLETED,417.22,COD
819,4206,4,,2026-01-30 15:55:00,2026-01-30 16:33:00,CANCELLED,370.75,CARD
820,4233,108,,2026-01-30 18:01:00,2026-01-30 18:32:00,COMPLETED,536.86,COD
821,2821,24,,2026-01-30 10:09:00,2026-01-30 10:54:00,COMPLETED,423.65,CARD
822,4089,46,,2026-01-30 08:45:00,2026-01-30 09:11:00,CANCELLED,433.3,COD
823,4974,2,,2026-01-30 17:14:00,2026-01-30 17:43:00,COMPLETED,542.16,COD
824,4721,26,,2026-01-30 16:39:00,2026-01-30 17:21:00,COMPLETED,277.01,COD
825,4489,75,,2026-01-30 19:23:00,2026-01-30 20:03:00,CANCELLED,453.81,CARD
826,3031,29,,2026-01-30 15:08:00,2026-01-30 15:43:00,COMPLETED,719.47,COD
827,4901,105,,2026-01-30 19:49:00,2026-01-30 20:21:00,CANCELLED,305.36,UPI
828,1302,46,,2026-01-30 14:24:00,2026-01-30 14:55:00,COMPLETED,793.42,UPI
829,1179,4,,2026-01-30 10:25:00,2026-01-30 10:59:00,COMPLETED,530.7,UPI
830,1731,26,,2026-01-30 10:58:00,2026-01-30 11:30:00,COMPLETED,370.88,UPI
831,4625,15,,2026-01-30 12:28:00,2026-01-30 12:56:00,CANCELLED,239.21,COD
832,3158,103,,2026-01-30 13:12:00,2026-01-30 13:51:00,CANCELLED,392.03,COD
833,3181,49,,2026-01-30 09:06:00,2026-01-30 09:34:00,CANCELLED,235.02,COD
834,4499,69,,2026-01-30 15:19:00,2026-01-30 16:04:00,CANCELLED,646.0,COD
835,3081,75,,2026-01-30 13:35:00,2026-01-30 14:07:00,CANCELLED,332.05,COD
836,4614,83,,2026-01-30 09:23:00,2026-01-30 10:03:00,CANCELLED,258.83,CARD
837,4914,64,,2026-01-30 15:55:00,2026-01-30 16:25:00,CANCELLED,491.56,UPI
838,2851,111,,2026-01-30 14:50:00,2026-01-30 15:35:00,COMPLETED,284.68,CARD
839,3255,11,,2026-01-30 13:13:00,2026-01-30 13:51:00,COMPLETED,758.07,UPI
840,2377,55,,2026-01-31 15:35:00,2026-01-31 16:16:00,CANCELLED,176.74,UPI
841,1957,34,,2026-01-31 14:58:00,2026-01-31 15:34:00,COMPLETED,398.54,UPI
842,4795,30,,2026-01-31 09:24:00,2026-01-31 09:58:00,COMPLETED,568.38,CARD
843,2239,96,,2026-01-31 14:08:00,2026-01-31 14:34:00,CANCELLED,277.82,CARD
844,4368,45,,2026-01-31 18:18:00,2026-01-31 18:47:00,CANCELLED,1589.32,CARD
845,4897,20,,2026-01-31 22:01:00,2026-01-31 22:44:00,CANCELLED,575.16,
846,2919,93,,2026-01-31 20:20:00,2026-01-31 20:51:00,CANCELLED,531.55,UPI
847,2796,58,,2026-01-31 09:27:00,2026-01-31 10:02:00,COMPLETED,762.25,COD
848,4417,46,,2026-01-31 17:51:00,2026-01-31 18:20:00,CANCELLED,156.29,UPI
849,4216,5,,2026-01-31 15:15:00,2026-01-31 15:52:00,COMPLETED,361.95,CARD
850,2601,49,,2026-01-31 13:38:00,2026-01-31 14:21:00,COMPLETED,743.94,CARD
851,2849,82,,2026-01-31 09:05:00,2026-01-31 09:47:00,CANCELLED,220.61,UPI
852,1764,26,,2026-01-31 09:46:00,2026-01-31 10:28:00,COMPLETED,597.87,COD
853,1235,48,,2026-01-31 14:35:00,2026-01-31 15:09:00,COMPLETED,578.72,COD
854,2958,96,,2026-01-31 22:40:00,2026-01-31 23:18:00,COMPLETED,221.98,UPI
855,3722,61,,2026-01-31 22:46:00,2026-01-31 23:17:00,COMPLETED,351.34,COD
856,1030,19,,2026-01-31 13:17:00,2026-01-31 14:00:00,CANCELLED,595.14,COD
857,2884,60,,2026-01-31 14:48:00,2026-01-31 15:32:00,COMPLETED,741.7,COD
858,2601,79,,2026-01-31 12:54:00,2026-01-31 13:39:00,COMPLETED,697.72,UPI
859,3861,73,,2026-01-31 11:03:00,2026-01-31 11:47:00,COMPLETED,400.03,CARD
860,4753,9,,2026-01-31 08:44:00,2026-01-31 09:16:00,COMPLETED,558.25,COD
861,4139,100,,2026-01-31 15:01:00,2026-01-31 15:43:00,CANCELLED,199.75,COD
862,3844,87,,2026-01-31 10:48:00,2026-01-31 11:21:00,CANCELLED,450.41,COD
863,4756,18,,2026-01-31 20:43:00,2026-01-31 21:20:00,CANCELLED,156.98,COD
864,4891,57,,2026-01-31 15:55:00,2026-01-31 16:35:00,COMPLETED,506.48,UPI
865,1508,69,,2026-01-31 12:45:00,2026-01-31 13:15:00,CANCELLED,544.54,COD
866,3926,5,,2026-01-31 19:27:00,2026-01-31 19:52:00,COMPLETED,436.43,CARD
867,2599,89,,2026-01-31 08:48:00,2026-01-31 09:33:00,CANCELLED,615.67,CARD
868,2534,117,,2026-01-31 18:12:00,2026-01-31 18:37:00,COMPLETED,648.62,COD
869,3740,9,,2026-01-31 08:16:00,2026-01-31 08:54:00,COMPLETED,369.13,COD
870,2339,42,,2026-01-31 09:38:00,2026-01-31 10:08:00,COMPLETED,420.19,CARD
871,1711,2,,2026-01-31 17:14:00,2026-01-31 17:51:00,CANCELLED,288.96,UPI
872,3662,80,,2026-01-31 08:12:00,2026-01-31 08:49:00,CANCELLED,192.91,COD
873,3918,69,,2026-01-31 11:43:00,2026-01-31 12:21:00,COMPLETED,474.72,UPI
874,4982,99,,2026-01-31 09:37:00,2026-01-31 10:21:00,COMPLETED,602.6,UPI
875,3396,58,,2026-01-31 18:50:00,2026-01-31 19:25:00,CANCELLED,367.82,CARD
876,3524,98,,2026-01-31 20:39:00,2026-01-31 21:11:00,COMPLETED,792.45,CARD
877,2214,26,,2026-01-31 20:35:00,2026-01-31 21:13:00,COMPLETED,188.95,COD
878,4027,113,,2026-01-31 18:57:00,2026-01-31 19:23:00,CANCELLED,538.75,COD
879,2181,97,,2026-01-31 13:25:00,2026-01-31 14:10:00,COMPLETED,785.42,COD
880,3723,32,,2026-01-31 20:30:00,2026-01-31 21:05:00,COMPLETED,500.55,UPI
881,3013,9,,2026-01-31 14:30:00,2026-01-31 15:11:00,COMPLETED,559.36,UPI
882,4816,27,,2026-01-31 10:24:00,2026-01-31 10:55:00,COMPLETED,535.21,COD
883,3481,32,,2026-01-31 15:16:00,2026-01-31 15:55:00,CANCELLED,278.4,UPI
884,4983,47,,2026-01-31 15:39:00,2026-01-31 16:24:00,CANCELLED,657.84,COD
885,4357,102,,2026-01-31 16:02:00,2026-01-31 16:41:00,CANCELLED,627.7,UPI
886,1625,71,,2026-01-31 14:30:00,2026-01-31 15:08:00,COMPLETED,749.0,COD
887,2364,18,,2026-01-31 15:54:00,2026-01-31 16:28:00,CANCELLED,515.39,UPI
888,2657,119,,2026-01-31 11:14:00,2026-01-31 11:39:00,CANCELLED,624.74,COD
889,2674,114,,2026-01-31 20:40:00,2026-01-31 21:16:00,COMPLETED,566.68,UPI
890,4159,117,,2026-01-31 10:07:00,2026-01-31 10:44:00,CANCELLED,645.92,CARD
891,2736,95,,2026-01-31 16:20:00,2026-01-31 17:05:00,COMPLETED,187.51,CARD
892,1605,34,,2026-01-31 08:35:00,2026-01-31 09:11:00,CANCELLED,168.37,CARD
893,1050,15,,2026-01-31 10:30:00,2026-01-31 11:03:00,COMPLETED,768.66,COD
894,1773,113,,2026-01-31 14:33:00,2026-01-31 15:10:00,CANCELLED,735.65,CARD
895,2567,76,,2026-01-31 15:17:00,2026-01-31 15:50:00,CANCELLED,778.99,CARD
896,1584,35,,2026-01-31 20:50:00,2026-01-31 21:17:00,COMPLETED,654.85,COD
897,3852,54,,2026-01-31 14:47:00,2026-01-31 15:21:00,CANCELLED,1290.79,COD
898,2992,24,,2026-01-31 20:30:00,2026-01-31 21:08:00,COMPLETED,271.16,COD
899,1785,34,,2026-01-31 21:53:00,2026-01-31 22:24:00,CANCELLED,637.45,COD
900,2133,9,,2026-01-31 18:39:00,2026-01-31 19:07:00,CANCELLED,340.53,CARD
901,4079,1,,2026-01-31 12:00:00,2026-01-31 12:40:00,COMPLETED,215.53,UPI
902,4817,63,,2026-01-31 16:54:00,2026-01-31 17:19:00,CANCELLED,791.48,UPI
903,4345,31,,2026-01-31 18:18:00,2026-01-31 18:56:00,CANCELLED,728.6,UPI
904,1012,59,,2026-01-31 14:27:00,2026-01-31 15:11:00,CANCELLED,717.5,COD
905,4077,105,,2026-01-31 10:22:00,2026-01-31 10:47:00,COMPLETED,494.91,CARD
906,4922,105,,2026-01-31 18:33:00,2026-01-31 19:13:00,CANCELLED,272.16,CARD
907,2639,95,,2026-01-31 14:08:00,2026-01-31 14:34:00,COMPLETED,438.8,CARD
908,4562,67,,2026-01-31 16:07:00,2026-01-31 16:35:00,COMPLETED,544.66,CARD
909,2912,22,,2026-01-31 21:35:00,2026-01-31 22:02:00,CANCELLED,797.6,UPI
910,3866,12,,2026-01-31 16:13:00,2026-01-31 16:55:00,COMPLETED,260.78,COD
911,2148,29,,2026-01-31 20:12:00,2026-01-31 20:37:00,CANCELLED,362.23,COD
912,1370,102,,2026-01-31 19:26:00,2026-01-31 19:54:00,CANCELLED,497.45,CARD
913,4014,93,,2026-01-31 17:49:00,2026-01-31 18:33:00,CANCELLED,395.06,COD
914,1359,15,,2026-01-31 21:23:00,2026-01-31 22:05:00,COMPLETED,295.31,UPI
915,2283,49,,2026-01-31 18:06:00,2026-01-31 18:37:00,COMPLETED,522.35,CARD
916,2495,103,,2026-01-31 18:04:00,2026-01-31 18:46:00,COMPLETED,786.9,COD
917,2294,19,,2026-01-31 18:16:00,2026-01-31 18:59:00,CANCELLED,155.97,COD
918,4282,106,,2026-01-31 16:31:00,2026-01-31 17:10:00,COMPLETED,244.82,COD
919,2959,81,,2026-01-31 13:16:00,2026-01-31 13:57:00,COMPLETED,797.95,CARD
920,1862,109,,2026-01-31 20:01:00,2026-01-31 20:38:00,COMPLETED,366.54,COD
921,4737,109,,2026-01-31 08:53:00,2026-01-31 09:23:00,COMPLETED,344.42,UPI
922,2603,51,,2026-01-31 17:21:00,2026-01-31 17:58:00,COMPLETED,457.72,UPI
923,1398,17,,2026-01-31 12:49:00,2026-01-31 13:23:00,CANCELLED,605.72,CARD
924,2809,90,,2026-01-31 17:54:00,2026-01-31 18:20:00,CANCELLED,575.51,CARD
925,2483,93,,2026-01-31 10:28:00,2026-01-31 10:59:00,COMPLETED,277.18,COD
926,4792,8,,2026-01-31 22:39:00,2026-01-31 23:08:00,COMPLETED,427.62,UPI
927,2776,20,,2026-01-31 16:05:00,2026-01-31 16:35:00,CANCELLED,485.03,COD
928,3673,96,,2026-01-31 10:01:00,2026-01-31 10:33:00,CANCELLED,597.19,UPI
929,3675,57,,2026-01-31 21:34:00,2026-01-31 22:01:00,CANCELLED,572.7,UPI
930,1094,76,,2026-01-31 09:59:00,2026-01-31 10:26:00,CANCELLED,584.71,COD
931,2776,39,,2026-01-31 20:43:00,2026-01-31 21:11:00,COMPLETED,464.72,CARD
932,4348,69,,2026-01-31 09:05:00,2026-01-31 09:47:00,CANCELLED,605.48,COD
933,4084,27,,2026-01-31 22:17:00,2026-01-31 23:00:00,COMPLETED,663.54,CARD
934,1527,74,,2026-01-31 18:13:00,2026-01-31 18:43:00,COMPLETED,670.33,COD
935,3073,39,,2026-01-31 09:29:00,2026-01-31 10:11:00,CANCELLED,172.75,UPI
936,3127,116,,2026-01-31 10:55:00,2026-01-31 11:33:00,CANCELLED,345.39,
937,2442,78,,2026-01-31 15:35:00,2026-01-31 16:04:00,COMPLETED,353.41,CARD
938,1881,18,,2026-01-31 19:18:00,2026-01-31 19:44:00,COMPLETED,242.08,COD
939,2563,84,,2026-01-31 12:44:00,2026-01-31 13:13:00,COMPLETED,198.33,CARD
940,1289,81,,2026-01-31 09:25:00,2026-01-31 09:58:00,CANCELLED,601.43,CARD
941,3094,78,,2026-01-31 19:53:00,2026-01-31 20:38:00,COMPLETED,516.37,COD
942,2106,16,,2026-01-31 10:37:00,2026-01-31 11:12:00,COMPLETED,776.61,UPI
943,2119,19,,2026-01-31 14:56:00,2026-01-31 15:23:00,COMPLETED,385.83,UPI
944,1719,68,,2026-01-31 09:40:00,2026-01-31 10:17:00,CANCELLED,218.25,COD
945,3259,35,,2026-01-31 21:46:00,2026-01-31 22:26:00,COMPLETED,605.3,COD
946,4230,69,,2026-01-31 10:54:00,2026-01-31 11:29:00,CANCELLED,673.96,UPI
947,1584,49,,2026-01-31 10:10:00,2026-01-31 10:43:00,CANCELLED,613.59,COD
948,3894,59,,2026-01-31 20:22:00,2026-01-31 21:07:00,COMPLETED,311.92,UPI
949,3942,113,,2026-01-31 14:02:00,2026-01-31 14:41:00,COMPLETED,769.2,CARD
950,1325,10,,2026-01-31 22:38:00,2026-01-31 23:05:00,COMPLETED,353.28,UPI
951,4310,112,,2026-01-31 10:49:00,2026-01-31 11:32:00,COMPLETED,335.8,COD
952,3772,114,,2026-01-31 15:14:00,2026-01-31 15:55:00,COMPLETED,473.57,CARD
953,2413,32,,2026-01-31 18:31:00,2026-01-31 19:02:00,COMPLETED,426.24,
954,2447,7,,2026-01-31 10:52:00,2026-01-31 11:33:00,CANCELLED,388.58,COD
955,4484,99,,2026-01-31 10:54:00,2026-01-31 11:30:00,COMPLETED,591.39,COD
956,1890,119,,2026-01-31 16:14:00,2026-01-31 16:48:00,CANCELLED,629.72,UPI
957,1235,46,,2026-01-31 18:58:00,2026-01-31 19:39:00,COMPLETED,730.12,COD
958,2646,46,,2026-01-31 13:36:00,2026-01-31 14:10:00,COMPLETED,377.32,UPI
959,4740,63,,2026-01-31 16:23:00,2026-01-31 16:54:00,COMPLETED,734.03,COD
960,4654,24,,2026-01-31 19:12:00,2026-01-31 19:45:00,CANCELLED,393.3,COD
961,3904,26,,2026-01-31 15:29:00,2026-01-31 16:08:00,COMPLETED,2348.65,COD
962,3728,26,,2026-01-31 08:41:00,2026-01-31 09:10:00,CANCELLED,365.29,UPI
963,1521,42,,2026-01-31 12:32:00,2026-01-31 13:00:00,CANCELLED,472.12,UPI
964,1637,45,,2026-01-31 20:39:00,2026-01-31 21:16:00,COMPLETED,220.12,COD
965,1032,56,,2026-01-31 12:02:00,2026-01-31 12:28:00,CANCELLED,429.28,CARD
966,2021,36,,2026-01-31 16:17:00,2026-01-31 16:44:00,COMPLETED,249.12,UPI
967,4317,14,,2026-01-31 19:57:00,2026-01-31 20:29:00,COMPLETED,278.97,CARD
968,1157,36,,2026-01-31 22:35:00,2026-01-31 23:18:00,COMPLETED,299.1,CARD
969,3150,40,,2026-01-31 15:16:00,2026-01-31 15:41:00,COMPLETED,711.83,CARD
970,2102,47,,2026-01-31 15:16:00,2026-01-31 15:56:00,CANCELLED,568.52,COD
971,1213,85,,2026-01-31 20:08:00,2026-01-31 20:46:00,CANCELLED,180.91,COD
972,2489,43,,2026-01-31 16:03:00,2026-01-31 16:36:00,CANCELLED,270.15,CARD
973,4036,104,,2026-01-31 19:25:00,2026-01-31 19:50:00,CANCELLED,710.28,CARD
974,2573,12,,2026-01-31 18:03:00,2026-01-31 18:44:00,COMPLETED,572.66,CARD
975,4348,25,,2026-01-31 20:40:00,2026-01-31 21:24:00,COMPLETED,779.41,COD
976,4117,26,,2026-01-31 09:41:00,2026-01-31 10:08:00,COMPLETED,345.96,CARD
977,4465,117,,2026-01-31 11:16:00,2026-01-31 11:54:00,CANCELLED,729.53,CARD
978,3145,120,,2026-01-31 15:39:00,2026-01-31 16:24:00,COMPLETED,433.48,CARD
979,3841,25,,2026-01-31 12:40:00,2026-01-31 13:09:00,CANCELLED,518.01,UPI
980,4192,50,,2026-01-31 17:05:00,2026-01-31 17:46:00,CANCELLED,637.97,COD
981,4601,119,,2026-01-31 11:31:00,2026-01-31 12:01:00,CANCELLED,291.58,COD
982,3261,16,,2026-01-31 20:17:00,2026-01-31 20:58:00,COMPLETED,293.22,UPI
983,4798,18,,2026-01-31 17:06:00,2026-01-31 17:38:00,CANCELLED,246.29,UPI
984,3656,45,,2026-01-31 08:52:00,2026-01-31 09:37:00,CANCELLED,286.48,COD
985,2329,8,,2026-01-31 20:02:00,2026-01-31 20:44:00,COMPLETED,415.42,UPI
986,4555,100,,2026-01-31 11:44:00,2026-01-31 12:17:00,COMPLETED,160.17,COD
987,1844,105,,2026-01-31 19:44:00,2026-01-31 20:21:00,CANCELLED,557.05,CARD
988,2827,30,,2026-01-31 12:35:00,2026-01-31 13:06:00,CANCELLED,707.84,CARD
989,1773,73,,2026-01-31 16:10:00,2026-01-31 16:37:00,CANCELLED,270.27,UPI
990,2614,88,,2026-01-31 11:04:00,2026-01-31 11:49:00,COMPLETED,255.9,
991,3966,68,,2026-01-31 09:13:00,2026-01-31 09:51:00,COMPLETED,569.33,COD
992,1055,98,,2026-01-31 21:47:00,2026-01-31 22:12:00,COMPLETED,399.59,CARD
993,4958,2,,2026-01-31 21:08:00,2026-01-31 21:35:00,COMPLETED,557.8,UPI
994,4655,57,,2026-01-31 21:57:00,2026-01-31 22:32:00,COMPLETED,240.5,CARD
995,1504,3,,2026-01-31 16:10:00,2026-01-31 16:39:00,COMPLETED,599.83,COD
996,1928,55,,2026-01-31 13:03:00,2026-01-31 13:31:00,CANCELLED,1491.61,CARD
997,1460,63,,2026-02-01 12:53:00,2026-02-01 13:25:00,COMPLETED,724.75,CARD
998,4781,119,,2026-02-01 11:49:00,2026-02-01 12:17:00,COMPLETED,550.2,UPI
999,2741,20,,2026-02-01 18:19:00,2026-02-01 18:48:00,CANCELLED,367.65,COD
1000,2087,104,,2026-02-01 12:53:00,2026-02-01 13:29:00,COMPLETED,474.51,COD
1001,4263,101,,2026-02-01 22:42:00,2026-02-01 23:11:00,CANCELLED,246.06,CARD
1002,1522,24,,2026-02-01 09:55:00,2026-02-01 10:38:00,CANCELLED,331.01,UPI
1003,2365,18,,2026-02-01 16:26:00,2026-02-01 17:04:00,COMPLETED,419.06,UPI
